datum,temperatura,leto,mesec
2008-02-01,6.8,2008,2
2008-02-02,8.4,2008,2
2008-02-03,5.9,2008,2
2008-02-04,8.6,2008,2
2008-02-05,9.5,2008,2
2008-02-06,7.5,2008,2
2008-02-07,7.5,2008,2
2008-02-08,7.0,2008,2
2008-02-09,6.7,2008,2
2008-02-10,6.6,2008,2
2008-02-11,5.4,2008,2
2008-02-12,4.8,2008,2
2008-02-13,4.0,2008,2
2008-02-14,4.6,2008,2
2008-02-15,3.7,2008,2
2008-02-16,2.4,2008,2
2008-02-17,-0.4,2008,2
2008-02-18,1.0,2008,2
2008-02-19,4.0,2008,2
2008-02-20,4.7,2008,2
2008-02-21,5.8,2008,2
2008-02-22,5.7,2008,2
2008-02-23,5.8,2008,2
2008-02-24,6.9,2008,2
2008-02-25,6.6,2008,2
2008-02-26,7.2,2008,2
2008-02-27,7.8,2008,2
2008-02-28,9.4,2008,2
2008-02-29,8.3,2008,2
