datum,temperatura,leto,mesec
2005-01-01,3.5,2005,1
2005-01-02,2.5,2005,1
2005-01-03,3.5,2005,1
2005-01-04,2.2,2005,1
2005-01-05,2.8,2005,1
2005-01-06,4.4,2005,1
2005-01-07,4.0,2005,1
2005-01-08,4.8,2005,1
2005-01-09,5.9,2005,1
2005-01-10,5.1,2005,1
2005-01-11,4.4,2005,1
2005-01-12,3.5,2005,1
2005-01-13,2.1,2005,1
2005-01-14,3.4,2005,1
2005-01-15,1.9,2005,1
2005-01-16,0.5,2005,1
2005-01-17,1.0,2005,1
2005-01-18,0.6,2005,1
2005-01-19,3.5,2005,1
2005-01-20,2.5,2005,1
2005-01-21,3.5,2005,1
2005-01-22,3.0,2005,1
2005-01-23,1.9,2005,1
2005-01-24,1.2,2005,1
2005-01-25,2.0,2005,1
2005-01-26,0.9,2005,1
2005-01-27,0.3,2005,1
2005-01-28,-1.1,2005,1
2005-01-29,-0.8,2005,1
2005-01-30,-0.9,2005,1
2005-01-31,-0.0,2005,1
