,time,temperatura_avg
364,1974-01-01,
365,1974-01-02,
366,1974-01-03,
367,1974-01-04,20.5
368,1974-01-05,
369,1974-01-06,
370,1974-01-07,
371,1974-01-08,
372,1974-01-09,
373,1974-01-10,
374,1974-01-11,
375,1974-01-12,
376,1974-01-13,22.0
377,1974-01-14,
378,1974-01-15,20.0
379,1974-01-16,
380,1974-01-17,
381,1974-01-18,
382,1974-01-19,
383,1974-01-20,
384,1974-01-21,21.0
385,1974-01-22,
386,1974-01-23,
387,1974-01-24,
388,1974-01-25,
389,1974-01-26,20.7
390,1974-01-27,
391,1974-01-28,
392,1974-01-29,
393,1974-01-30,
394,1974-01-31,
395,1974-02-01,
396,1974-02-02,
397,1974-02-03,
398,1974-02-04,
399,1974-02-05,
400,1974-02-06,
401,1974-02-07,18.0
402,1974-02-08,
403,1974-02-09,
404,1974-02-10,
405,1974-02-11,
406,1974-02-12,21.8
407,1974-02-13,
408,1974-02-14,
409,1974-02-15,24.6
410,1974-02-16,
411,1974-02-17,
412,1974-02-18,
413,1974-02-19,20.0
414,1974-02-20,25.0
415,1974-02-21,
416,1974-02-22,20.0
417,1974-02-23,22.5
418,1974-02-24,23.8
419,1974-02-25,
420,1974-02-26,
421,1974-02-27,
422,1974-02-28,
423,1974-03-01,
424,1974-03-02,
425,1974-03-03,22.0
426,1974-03-04,
427,1974-03-05,22.5
428,1974-03-06,
429,1974-03-07,
430,1974-03-08,19.0
431,1974-03-09,
432,1974-03-10,
433,1974-03-11,
434,1974-03-12,19.5
435,1974-03-13,
436,1974-03-14,19.5
437,1974-03-15,18.0
438,1974-03-16,16.0
439,1974-03-17,12.8
440,1974-03-18,
441,1974-03-19,18.5
442,1974-03-20,19.6
443,1974-03-21,20.5
444,1974-03-22,
445,1974-03-23,
446,1974-03-24,18.2
447,1974-03-25,19.0
448,1974-03-26,18.0
449,1974-03-27,18.3
450,1974-03-28,
451,1974-03-29,18.8
452,1974-03-30,
453,1974-03-31,
454,1974-04-01,22.7
455,1974-04-02,24.0
456,1974-04-03,
457,1974-04-04,
458,1974-04-05,
459,1974-04-06,
460,1974-04-07,19.0
461,1974-04-08,17.0
462,1974-04-09,16.0
463,1974-04-10,
464,1974-04-11,
465,1974-04-12,17.8
466,1974-04-13,
467,1974-04-14,
468,1974-04-15,
469,1974-04-16,17.0
470,1974-04-17,
471,1974-04-18,
472,1974-04-19,15.3
473,1974-04-20,
474,1974-04-21,
475,1974-04-22,15.0
476,1974-04-23,18.2
477,1974-04-24,
478,1974-04-25,
479,1974-04-26,17.8
480,1974-04-27,20.7
481,1974-04-28,15.8
482,1974-04-29,16.2
483,1974-04-30,
484,1974-05-01,15.8
485,1974-05-02,
486,1974-05-03,
487,1974-05-04,13.2
488,1974-05-05,14.0
489,1974-05-06,
490,1974-05-07,
491,1974-05-08,18.8
492,1974-05-09,20.7
493,1974-05-10,24.2
494,1974-05-11,
495,1974-05-12,
496,1974-05-13,14.5
497,1974-05-14,
498,1974-05-15,
499,1974-05-16,12.8
500,1974-05-17,14.6
501,1974-05-18,12.0
502,1974-05-19,13.8
503,1974-05-20,14.5
504,1974-05-21,14.7
505,1974-05-22,13.0
