datum,temperatura,leto,mesec
2017-02-01,3.3,2017,2
2017-02-02,6.8,2017,2
2017-02-03,7.4,2017,2
2017-02-04,6.4,2017,2
2017-02-05,5.2,2017,2
2017-02-06,4.3,2017,2
2017-02-07,3.3,2017,2
2017-02-08,1.1,2017,2
2017-02-09,-0.3,2017,2
2017-02-10,0.6,2017,2
2017-02-11,1.8,2017,2
2017-02-12,2.6,2017,2
2017-02-13,1.8,2017,2
2017-02-14,1.6,2017,2
2017-02-15,3.2,2017,2
2017-02-16,3.9,2017,2
2017-02-17,4.7,2017,2
2017-02-18,4.1,2017,2
2017-02-19,3.1,2017,2
2017-02-20,4.2,2017,2
2017-02-21,5.2,2017,2
2017-02-22,6.3,2017,2
2017-02-23,9.1,2017,2
2017-02-24,10.0,2017,2
2017-02-25,4.8,2017,2
2017-02-26,4.2,2017,2
2017-02-27,7.4,2017,2
2017-02-28,8.7,2017,2
