datum,temperatura,leto,mesec
2012-03-01,8.8,2012,3
2012-03-02,9.1,2012,3
2012-03-03,8.8,2012,3
2012-03-04,8.6,2012,3
2012-03-05,8.4,2012,3
2012-03-06,8.0,2012,3
2012-03-07,5.9,2012,3
2012-03-08,5.7,2012,3
2012-03-09,8.6,2012,3
2012-03-10,7.7,2012,3
2012-03-11,8.6,2012,3
2012-03-12,8.3,2012,3
2012-03-13,8.5,2012,3
2012-03-14,8.3,2012,3
2012-03-15,9.1,2012,3
2012-03-16,9.6,2012,3
2012-03-17,10.1,2012,3
2012-03-18,10.9,2012,3
2012-03-19,11.6,2012,3
2012-03-20,11.7,2012,3
2012-03-21,12.4,2012,3
2012-03-22,12.2,2012,3
2012-03-23,11.5,2012,3
2012-03-24,11.5,2012,3
2012-03-25,13.5,2012,3
2012-03-26,13.2,2012,3
2012-03-27,12.1,2012,3
2012-03-28,12.6,2012,3
2012-03-29,14.0,2012,3
2012-03-30,13.8,2012,3
2012-03-31,13.2,2012,3
