,time,temperatura_avg
18993,2002-01-01,7.0
18994,2002-01-02,7.7
18995,2002-01-03,2.5
18996,2002-01-04,7.4
18997,2002-01-05,5.0
18998,2002-01-06,4.4
18999,2002-01-07,2.6
19000,2002-01-08,3.4
19001,2002-01-09,4.8
19002,2002-01-10,4.1
19003,2002-01-11,1.9
19004,2002-01-12,3.2
19005,2002-01-13,3.7
19006,2002-01-14,5.2
19007,2002-01-15,1.4
19008,2002-01-16,3.1
19009,2002-01-17,2.6
19010,2002-01-18,4.0
19011,2002-01-19,5.4
19012,2002-01-20,3.8
19013,2002-01-21,3.3
19014,2002-01-22,-3.4
19015,2002-01-23,-5.6
19016,2002-01-24,-6.3
19017,2002-01-25,-5.6
19018,2002-01-26,-3.3
19019,2002-01-27,-5.4
19020,2002-01-28,-8.6
19021,2002-01-29,-3.1
19022,2002-01-30,-0.1
19023,2002-01-31,1.9
19024,2002-02-01,4.8
19025,2002-02-02,-0.8
19026,2002-02-03,-2.8
19027,2002-02-04,-5.8
19028,2002-02-05,-4.4
19029,2002-02-06,-6.3
19030,2002-02-07,-8.1
19031,2002-02-08,-5.1
19032,2002-02-09,-2.1
19033,2002-02-10,-4.4
19034,2002-02-11,-4.4
19035,2002-02-12,-6.4
19036,2002-02-13,4.6
19037,2002-02-14,1.0
19038,2002-02-15,3.5
19039,2002-02-16,0.8
19040,2002-02-17,-0.7
19041,2002-02-18,-6.7
19042,2002-02-19,-3.9
19043,2002-02-20,-1.8
19044,2002-02-21,-1.4
19045,2002-02-22,-5.0
19046,2002-02-23,-8.9
19047,2002-02-24,-8.8
19048,2002-02-25,-4.2
19049,2002-02-26,-5.4
19050,2002-02-27,-8.1
19051,2002-02-28,-4.9
19052,2002-03-01,0.9
19053,2002-03-02,2.9
19054,2002-03-03,-0.4
19055,2002-03-04,-4.1
19056,2002-03-05,-7.4
19057,2002-03-06,-2.4
19058,2002-03-07,-3.8
19059,2002-03-08,-1.6
19060,2002-03-09,-3.0
19061,2002-03-10,-1.3
19062,2002-03-11,-3.6
19063,2002-03-12,-0.6
19064,2002-03-13,2.6
19065,2002-03-14,1.8
19066,2002-03-15,3.4
19067,2002-03-16,2.5
19068,2002-03-17,0.6
19069,2002-03-18,-3.7
19070,2002-03-19,-3.6
19071,2002-03-20,-0.1
19072,2002-03-21,2.1
19073,2002-03-22,4.7
19074,2002-03-23,6.2
19075,2002-03-24,7.4
19076,2002-03-25,3.0
19077,2002-03-26,0.5
19078,2002-03-27,0.8
19079,2002-03-28,0.4
19080,2002-03-29,2.1
19081,2002-03-30,2.3
19082,2002-03-31,2.8
19083,2002-04-01,2.5
19084,2002-04-02,3.7
19085,2002-04-03,4.9
19086,2002-04-04,3.6
19087,2002-04-05,4.3
19088,2002-04-06,6.6
19089,2002-04-07,3.8
19090,2002-04-08,4.5
19091,2002-04-09,5.6
19092,2002-04-10,2.0
19093,2002-04-11,1.1
19094,2002-04-12,3.7
19095,2002-04-13,1.8
19096,2002-04-14,1.7
19097,2002-04-15,5.6
19098,2002-04-16,7.6
19099,2002-04-17,7.1
19100,2002-04-18,6.8
19101,2002-04-19,6.2
19102,2002-04-20,8.8
19103,2002-04-21,8.8
19104,2002-04-22,6.7
19105,2002-04-23,6.8
19106,2002-04-24,5.2
19107,2002-04-25,1.8
19108,2002-04-26,-0.9
19109,2002-04-27,-0.9
19110,2002-04-28,0.2
19111,2002-04-29,0.3
19112,2002-04-30,2.9
19113,2002-05-01,3.9
19114,2002-05-02,3.9
19115,2002-05-03,4.8
19116,2002-05-04,6.0
19117,2002-05-05,6.6
19118,2002-05-06,7.9
19119,2002-05-07,5.9
