datum,temperatura,leto,mesec
2012-08-01,24.8,2012,8
2012-08-02,26.8,2012,8
2012-08-03,26.5,2012,8
2012-08-04,26.7,2012,8
2012-08-05,27.3,2012,8
2012-08-06,26.9,2012,8
2012-08-07,24.2,2012,8
2012-08-08,23.8,2012,8
2012-08-09,22.7,2012,8
2012-08-10,22.4,2012,8
2012-08-11,20.1,2012,8
2012-08-12,18.9,2012,8
2012-08-13,20.6,2012,8
2012-08-14,21.5,2012,8
2012-08-15,23.8,2012,8
2012-08-16,23.3,2012,8
2012-08-17,24.6,2012,8
2012-08-18,25.0,2012,8
2012-08-19,26.5,2012,8
2012-08-20,27.2,2012,8
2012-08-21,27.0,2012,8
2012-08-22,28.6,2012,8
2012-08-23,27.4,2012,8
2012-08-24,27.7,2012,8
2012-08-25,27.2,2012,8
2012-08-26,20.4,2012,8
2012-08-27,18.9,2012,8
2012-08-28,21.5,2012,8
2012-08-29,22.1,2012,8
2012-08-30,24.6,2012,8
2012-08-31,20.2,2012,8
