datum,temperatura,leto,mesec
2017-04-01,13.7,2017,4
2017-04-02,14.9,2017,4
2017-04-03,16.5,2017,4
2017-04-04,16.0,2017,4
2017-04-05,13.9,2017,4
2017-04-06,13.4,2017,4
2017-04-07,11.2,2017,4
2017-04-08,12.7,2017,4
2017-04-09,14.9,2017,4
2017-04-10,14.3,2017,4
2017-04-11,15.0,2017,4
2017-04-12,14.4,2017,4
2017-04-13,14.7,2017,4
2017-04-14,16.4,2017,4
2017-04-15,14.5,2017,4
2017-04-16,13.5,2017,4
2017-04-17,10.8,2017,4
2017-04-18,9.5,2017,4
2017-04-19,8.3,2017,4
2017-04-20,8.3,2017,4
2017-04-21,7.6,2017,4
2017-04-22,9.8,2017,4
2017-04-23,11.5,2017,4
2017-04-24,11.8,2017,4
2017-04-25,13.0,2017,4
2017-04-26,13.6,2017,4
2017-04-27,14.3,2017,4
2017-04-28,12.8,2017,4
2017-04-29,11.8,2017,4
2017-04-30,12.9,2017,4
