time,tavg,tmin,tmax,prcp,snow
1979-01-01,16.6,12.0,19.0,0.0,
1979-01-02,14.8,7.0,20.0,0.0,
1979-01-03,16.2,12.0,19.0,0.0,
1979-01-04,22.6,10.0,33.0,0.0,
1979-01-05,16.8,13.0,20.0,0.0,
1979-01-06,19.9,11.0,30.0,0.0,
1979-01-07,18.3,12.0,30.0,0.0,
1979-01-08,19.6,12.0,28.0,0.0,
1979-01-09,17.4,15.0,20.0,0.0,
1979-01-10,20.5,12.0,29.0,0.0,
1979-01-11,17.4,12.0,21.0,0.0,
1979-01-12,,,,,
1979-01-13,,,,,
1979-01-14,21.2,,,,
1979-01-15,21.5,,,,
1979-01-16,16.8,14.0,20.0,0.0,
1979-01-17,21.4,,,,
1979-01-18,17.2,14.0,20.0,0.0,
1979-01-19,16.8,14.0,20.0,0.0,
1979-01-20,17.4,11.0,20.0,0.0,
1979-01-21,18.0,12.0,20.0,0.0,
1979-01-22,17.8,14.0,21.0,0.0,
1979-01-23,18.0,14.0,20.0,0.0,
1979-01-24,17.2,11.0,21.0,0.0,
1979-01-25,17.2,8.0,19.0,0.0,
1979-01-26,21.1,10.0,32.0,0.0,
1979-01-27,18.2,10.0,22.0,0.0,
1979-01-28,16.2,10.0,21.0,0.0,
1979-01-29,19.0,,,,
1979-01-30,18.4,10.0,21.0,0.0,
1979-01-31,19.0,10.0,22.0,0.0,
1979-02-01,,,,,
1979-02-02,,,,,
1979-02-03,18.8,10.0,22.0,0.0,
1979-02-04,19.0,9.0,22.0,0.0,
1979-02-05,14.5,,22.0,,
1979-02-06,17.4,10.0,21.0,0.0,
1979-02-07,16.8,9.0,20.0,0.0,
1979-02-08,18.2,10.0,20.0,0.0,
1979-02-09,17.6,,,,
1979-02-10,19.2,,,,
1979-02-11,19.2,11.0,23.0,0.0,
1979-02-12,17.6,10.0,21.0,0.0,
1979-02-13,18.8,8.0,29.0,0.0,
1979-02-14,15.8,,26.0,,
1979-02-15,19.0,10.0,22.0,0.0,
1979-02-16,17.0,12.0,21.0,0.0,
1979-02-17,16.0,8.0,20.0,0.0,
1979-02-18,,,,,
1979-02-19,,,,,
1979-02-20,21.8,,,,
1979-02-21,16.4,8.0,22.0,0.0,
1979-02-22,17.5,,19.0,,
1979-02-23,18.6,10.0,30.0,0.0,
1979-02-24,17.2,10.0,21.0,0.0,
1979-02-25,21.4,,,,
1979-02-26,19.5,9.0,32.0,0.0,
1979-02-27,16.2,9.0,18.0,0.0,
1979-02-28,16.8,9.0,19.0,0.0,
1979-03-01,17.4,11.0,20.0,0.0,
1979-03-02,15.5,10.0,29.0,0.0,
1979-03-03,,,,,
1979-03-04,17.6,2.0,21.0,0.0,
1979-03-05,17.5,8.0,21.0,0.0,
1979-03-06,,,,,
1979-03-07,15.8,6.0,22.0,0.0,
1979-03-08,,,,,
1979-03-09,14.8,5.0,18.0,0.0,
1979-03-10,14.8,6.0,18.0,0.0,
1979-03-11,12.2,7.0,18.0,0.0,
1979-03-12,16.5,9.0,26.0,0.0,
1979-03-13,15.0,6.0,19.0,0.0,
1979-03-14,14.3,10.0,18.0,0.0,
1979-03-15,18.6,9.0,31.0,0.0,
1979-03-16,15.4,13.0,18.0,0.0,
1979-03-17,15.0,11.0,19.0,0.0,
1979-03-18,15.0,7.0,18.0,0.0,
1979-03-19,,,,,
1979-03-20,,,,,
1979-03-21,,,,,
1979-03-22,16.4,6.0,19.0,0.0,
1979-03-23,15.8,7.0,21.0,0.0,
1979-03-24,15.0,7.0,19.0,0.0,
1979-03-25,16.0,10.0,17.0,0.0,
1979-03-26,15.0,11.0,27.0,0.0,
1979-03-27,15.2,10.0,19.0,0.0,
1979-03-28,14.0,6.0,19.0,0.0,
1979-03-29,16.0,14.0,18.0,0.0,
1979-03-30,18.8,,30.0,0.0,
1979-03-31,18.2,9.0,21.0,0.0,
1979-04-01,15.8,8.0,22.0,0.0,
1979-04-02,14.6,5.0,29.0,0.0,
1979-04-03,14.5,10.0,18.0,0.0,
1979-04-04,11.6,4.0,17.0,0.0,
1979-04-05,,,,,
1979-04-06,14.2,4.0,23.0,0.0,
1979-04-07,15.3,,19.0,,
1979-04-08,13.4,5.0,18.0,0.0,
1979-04-09,15.0,7.0,18.0,0.0,
1979-04-10,16.2,,19.0,,
1979-04-11,14.5,4.0,27.0,0.0,
1979-04-12,13.2,4.0,17.0,0.0,
1979-04-13,13.3,10.0,16.0,0.0,
1979-04-14,13.8,5.0,16.0,0.0,
1979-04-15,13.8,12.0,16.0,0.0,
1979-04-16,14.0,,,,
1979-04-17,13.8,7.0,19.0,0.0,
1979-04-18,,,,,
1979-04-19,14.1,,,,
1979-04-20,14.5,5.0,24.0,0.0,
1979-04-21,15.7,6.0,18.0,0.0,
1979-04-22,12.0,,,,
1979-04-23,14.8,8.0,20.0,0.0,
1979-04-24,11.8,6.0,24.0,0.0,
1979-04-25,15.2,9.0,18.0,0.0,
1979-04-26,15.6,8.0,19.0,0.0,
1979-04-27,15.8,14.0,19.0,0.0,
1979-04-28,13.2,9.0,18.0,5.1,
1979-04-29,,,,,
1979-04-30,16.0,8.0,18.0,0.0,
1979-05-01,15.6,10.0,17.0,0.0,
1979-05-02,15.5,15.0,17.0,2.0,
1979-05-03,,,,,
1979-05-04,14.4,,18.0,0.0,
1979-05-05,15.2,12.0,18.0,0.0,
1979-05-06,12.8,5.0,17.0,0.0,
1979-05-07,13.4,6.0,17.0,0.0,
1979-05-08,14.0,11.0,16.0,0.0,
1979-05-09,12.5,8.0,15.0,0.0,
1979-05-10,12.3,10.0,22.0,0.0,
1979-05-11,14.8,9.0,20.0,1.0,
1979-05-12,13.0,5.0,16.0,0.0,
1979-05-13,12.5,10.0,21.0,,
1979-05-14,,,,,
1979-05-15,13.8,8.0,18.0,0.0,
1979-05-16,14.0,10.0,17.0,0.0,
1979-05-17,,,,,
1979-05-18,13.8,5.0,18.0,0.0,
1979-05-19,15.7,,19.0,,
1979-05-20,13.6,7.0,18.0,0.0,
1979-05-21,9.6,3.0,23.0,0.0,
1979-05-22,14.5,9.0,17.0,0.0,
1979-05-23,,,,,
1979-05-24,12.8,8.0,19.0,0.0,
1979-05-25,12.7,,23.0,,
1979-05-26,14.2,7.0,17.0,0.0,
1979-05-27,14.0,8.0,17.0,0.0,
1979-05-28,12.2,9.0,20.0,0.0,
1979-05-29,11.6,7.0,14.0,0.0,
1979-05-30,10.8,3.0,14.0,0.0,
1979-05-31,9.6,3.0,14.0,0.0,
1979-06-01,,,,,
1979-06-02,,,,,
1979-06-03,11.0,7.0,15.0,0.0,
1979-06-04,12.0,0.0,15.0,0.0,
1979-06-05,10.5,-5.0,13.0,0.0,
1979-06-06,8.2,2.0,12.0,0.0,
1979-06-07,,,,,
1979-06-08,,,,,
1979-06-09,12.6,10.0,14.0,0.0,
1979-06-10,8.8,4.0,16.0,0.0,
1979-06-11,12.5,5.0,15.0,0.0,
1979-06-12,10.5,,16.0,0.0,
1979-06-13,10.3,2.0,15.0,0.0,
1979-06-14,12.5,-3.0,15.0,0.0,
1979-06-15,13.8,,15.0,,
1979-06-16,10.4,3.0,17.0,0.0,
1979-06-17,6.9,-2.0,21.0,0.0,
1979-06-18,11.2,5.0,17.0,0.0,
1979-06-19,8.3,0.0,17.0,0.0,
1979-06-20,11.4,6.0,16.0,0.0,
1979-06-21,10.8,,14.0,,
1979-06-22,7.8,-1.0,18.0,0.0,
1979-06-23,8.4,,,,
1979-06-24,12.2,6.0,16.0,0.0,
1979-06-25,,,,,
1979-06-26,10.0,5.0,16.0,0.0,
1979-06-27,11.6,10.0,13.0,0.0,
1979-06-28,11.3,,13.0,0.0,
1979-06-29,5.9,2.0,13.0,0.0,
1979-06-30,,,,,
1979-07-01,12.8,,17.0,,
1979-07-02,10.6,3.0,14.0,0.0,
1979-07-03,8.7,3.0,20.0,0.0,
1979-07-04,,,,,
1979-07-05,12.7,1.0,13.0,0.0,
1979-07-06,7.2,3.0,15.0,0.0,
1979-07-07,13.0,,16.0,,
1979-07-08,10.0,2.0,15.0,0.0,
1979-07-09,11.4,10.0,15.0,0.0,
1979-07-10,12.2,10.0,13.0,0.0,
1979-07-11,8.6,6.0,12.0,0.0,
1979-07-12,9.8,3.0,15.0,0.0,
1979-07-13,9.4,3.0,18.0,0.0,
1979-07-14,10.1,8.0,17.0,0.0,
1979-07-15,12.8,,14.0,,
1979-07-16,9.5,-4.0,21.0,0.0,
1979-07-17,6.7,0.0,22.0,0.0,
1979-07-18,11.0,6.0,13.0,3.0,
1979-07-19,11.5,,14.0,0.0,
1979-07-20,10.2,4.0,14.0,0.0,
1979-07-21,11.5,10.0,15.0,0.0,
1979-07-22,9.3,6.0,13.0,0.0,
1979-07-23,11.4,8.0,15.0,0.0,
1979-07-24,,,,,
1979-07-25,12.8,9.0,16.0,0.0,
1979-07-26,12.6,12.0,13.0,33.0,
1979-07-27,,,,,
1979-07-28,14.7,,15.0,0.0,
1979-07-29,14.4,13.0,16.0,0.0,
1979-07-30,14.2,13.0,16.0,0.0,
1979-07-31,14.2,13.0,15.0,7.9,
1979-08-01,12.8,11.0,15.0,2.0,
1979-08-02,10.6,4.0,15.0,0.0,
1979-08-03,9.5,,,,
1979-08-04,,,,,
1979-08-05,11.4,6.0,18.0,0.0,
1979-08-06,12.7,,,,
1979-08-07,12.8,8.0,16.0,0.0,
1979-08-08,12.5,4.0,22.0,0.0,
1979-08-09,15.4,9.0,18.0,0.0,
1979-08-10,13.6,7.0,18.0,0.0,
1979-08-11,11.6,10.0,16.0,0.0,
1979-08-12,11.6,10.0,12.0,0.0,
1979-08-13,,,,,
1979-08-14,11.6,10.0,13.0,0.0,
1979-08-15,12.4,10.0,14.0,0.0,
1979-08-16,,,,,
1979-08-17,11.2,5.0,15.0,0.0,
1979-08-18,11.0,8.0,14.0,0.0,
1979-08-19,9.5,,15.0,,
1979-08-20,10.2,9.0,22.0,0.0,
1979-08-21,11.6,,,,
1979-08-22,,,,,
1979-08-23,12.8,,15.0,0.0,
1979-08-24,13.4,10.0,16.0,0.0,
1979-08-25,14.4,13.0,16.0,4.1,
1979-08-26,12.2,6.0,16.0,0.0,
1979-08-27,13.5,11.0,16.0,5.1,
1979-08-28,12.6,9.0,15.0,0.0,
1979-08-29,,,,,
1979-08-30,,,,,
1979-08-31,13.4,11.0,16.0,18.0,
1979-09-01,11.6,6.0,14.0,0.0,
1979-09-02,12.2,,14.0,0.0,
1979-09-03,8.4,,,,
1979-09-04,,,,,
1979-09-05,12.4,10.0,20.0,0.0,
1979-09-06,,,,,
1979-09-07,14.6,12.0,17.0,3.0,
1979-09-08,14.0,8.0,17.0,0.0,
1979-09-09,12.7,1.0,17.0,0.0,
1979-09-10,14.0,12.0,15.0,0.0,
1979-09-11,12.8,7.0,15.0,0.0,
1979-09-12,,,,,
