datum,temperatura,leto,mesec
2012-11-01,4.5,2012,11
2012-11-02,7.0,2012,11
2012-11-03,9.0,2012,11
2012-11-04,10.0,2012,11
2012-11-05,10.3,2012,11
2012-11-06,5.0,2012,11
2012-11-07,5.3,2012,11
2012-11-08,5.6,2012,11
2012-11-09,6.8,2012,11
2012-11-10,7.2,2012,11
2012-11-11,10.7,2012,11
2012-11-12,11.7,2012,11
2012-11-13,9.9,2012,11
2012-11-14,6.8,2012,11
2012-11-15,4.8,2012,11
2012-11-16,4.9,2012,11
2012-11-17,6.1,2012,11
2012-11-18,5.4,2012,11
2012-11-19,7.4,2012,11
2012-11-20,7.1,2012,11
2012-11-21,7.2,2012,11
2012-11-22,7.4,2012,11
2012-11-23,8.2,2012,11
2012-11-24,7.8,2012,11
2012-11-25,8.2,2012,11
2012-11-26,9.1,2012,11
2012-11-27,9.8,2012,11
2012-11-28,9.9,2012,11
2012-11-29,7.3,2012,11
2012-11-30,3.3,2012,11
