time,temperatura_avg
1979-01-01,-10.9
1979-01-02,-8.8
1979-01-03,-7.2
1979-01-04,-7.9
1979-01-05,-9.4
1979-01-06,-10.1
1979-01-07,-5.8
1979-01-08,1.1
1979-01-09,1.5
1979-01-10,0.6
1979-01-11,1.1
1979-01-12,0.8
1979-01-13,-0.7
1979-01-14,0.6
1979-01-15,-1.4
1979-01-16,0.2
1979-01-17,-1.0
1979-01-18,-3.5
1979-01-19,-3.1
1979-01-20,-4.4
1979-01-21,-7.8
1979-01-22,-6.8
1979-01-23,-3.2
1979-01-24,-0.4
1979-01-25,-0.9
1979-01-26,-1.3
1979-01-27,0.3
1979-01-28,-0.8
1979-01-29,-2.0
1979-01-30,0.1
1979-01-31,-0.9
1979-02-01,3.4
1979-02-02,2.0
1979-02-03,1.5
1979-02-04,2.0
1979-02-05,-0.1
1979-02-06,-1.2
1979-02-07,-1.5
1979-02-08,0.2
1979-02-09,-0.4
1979-02-10,-1.7
1979-02-11,-2.5
1979-02-12,-2.9
1979-02-13,-2.8
1979-02-14,-7.1
1979-02-15,-9.5
1979-02-16,-6.9
1979-02-17,-8.2
1979-02-18,-1.8
1979-02-19,-0.8
1979-02-20,-1.6
1979-02-21,-2.8
1979-02-22,0.5
1979-02-23,-1.8
1979-02-24,-0.4
1979-02-25,0.5
1979-02-26,-2.8
1979-02-27,0.7
1979-02-28,2.4
1979-03-01,2.0
1979-03-02,4.0
1979-03-03,6.1
1979-03-04,5.4
1979-03-05,1.3
1979-03-06,1.6
1979-03-07,5.3
1979-03-08,4.0
1979-03-09,5.1
1979-03-10,2.8
1979-03-11,2.8
1979-03-12,6.7
1979-03-13,6.6
1979-03-14,2.6
1979-03-15,1.0
1979-03-16,3.5
1979-03-17,1.1
1979-03-18,-1.0
1979-03-19,-1.1
1979-03-20,-0.1
1979-03-21,7.4
1979-03-22,7.1
1979-03-23,4.3
1979-03-24,4.1
1979-03-25,7.8
1979-03-26,12.6
1979-03-27,9.8
1979-03-28,12.4
1979-03-29,7.7
1979-03-30,3.4
1979-03-31,3.2
1979-04-01,5.3
1979-04-02,7.0
1979-04-03,7.7
1979-04-04,8.8
1979-04-05,6.7
1979-04-06,6.3
1979-04-07,5.1
1979-04-08,7.4
1979-04-09,6.7
1979-04-10,11.3
1979-04-11,12.5
1979-04-12,13.3
1979-04-13,16.2
1979-04-14,15.4
1979-04-15,12.8
1979-04-16,8.5
1979-04-17,2.3
1979-04-18,5.5
1979-04-19,6.6
1979-04-20,10.6
1979-04-21,9.5
1979-04-22,9.0
1979-04-23,10.7
1979-04-24,12.9
1979-04-25,12.2
1979-04-26,12.0
1979-04-27,9.2
1979-04-28,7.3
1979-04-29,10.1
1979-04-30,7.5
1979-05-01,6.9
1979-05-02,7.8
1979-05-03,7.1
1979-05-04,8.4
1979-05-05,7.6
1979-05-06,7.6
1979-05-07,8.8
1979-05-08,15.2
1979-05-09,17.8
1979-05-10,11.4
1979-05-11,10.3
1979-05-12,13.9
1979-05-13,15.0
1979-05-14,20.4
1979-05-15,24.6
1979-05-16,24.5
1979-05-17,23.4
1979-05-18,19.6
1979-05-19,17.7
1979-05-20,19.6
1979-05-21,21.5
1979-05-22,21.2
1979-05-23,24.7
1979-05-24,18.9
1979-05-25,15.3
1979-05-26,21.5
1979-05-27,20.5
1979-05-28,18.1
1979-05-29,24.2
1979-05-30,25.5
1979-05-31,28.4
1979-06-01,29.1
1979-06-02,28.8
1979-06-03,26.9
1979-06-04,27.3
1979-06-05,27.3
1979-06-06,22.6
1979-06-07,17.5
1979-06-08,16.2
1979-06-09,16.7
1979-06-10,16.7
1979-06-11,21.0
1979-06-12,24.6
1979-06-13,18.7
1979-06-14,17.9
1979-06-15,16.7
1979-06-16,14.3
1979-06-17,16.0
1979-06-18,19.0
1979-06-19,21.1
1979-06-20,24.2
1979-06-21,24.9
1979-06-22,24.3
1979-06-23,22.6
1979-06-24,26.8
1979-06-25,21.6
1979-06-26,22.8
1979-06-27,22.6
1979-06-28,21.0
1979-06-29,20.7
1979-06-30,16.8
1979-07-01,15.1
1979-07-02,15.5
1979-07-03,17.8
1979-07-04,17.8
1979-07-05,17.6
1979-07-06,17.5
1979-07-07,16.6
1979-07-08,16.1
1979-07-09,16.9
1979-07-10,16.3
1979-07-11,16.9
1979-07-12,22.1
1979-07-13,24.7
1979-07-14,22.6
1979-07-15,17.9
1979-07-16,14.8
1979-07-17,17.4
1979-07-18,20.2
1979-07-19,17.6
1979-07-20,17.6
1979-07-21,16.9
1979-07-22,15.5
1979-07-23,16.1
1979-07-24,15.4
1979-07-25,16.5
1979-07-26,17.0
1979-07-27,17.9
1979-07-28,20.6
1979-07-29,21.8
1979-07-30,20.1
1979-07-31,23.5
1979-08-01,21.0
1979-08-02,21.9
1979-08-03,22.1
1979-08-04,18.6
1979-08-05,18.8
1979-08-06,20.8
1979-08-07,23.0
1979-08-08,22.1
1979-08-09,19.9
1979-08-10,14.9
1979-08-11,16.9
1979-08-12,19.5
1979-08-13,21.2
1979-08-14,22.5
1979-08-15,24.3
1979-08-16,26.7
1979-08-17,21.7
1979-08-18,24.1
1979-08-19,23.2
1979-08-20,21.3
1979-08-21,20.2
1979-08-22,19.4
1979-08-23,20.1
1979-08-24,19.5
1979-08-25,16.5
1979-08-26,15.1
1979-08-27,14.8
1979-08-28,14.5
1979-08-29,15.0
1979-08-30,21.1
1979-08-31,22.2
1979-09-01,23.8
1979-09-02,25.4
1979-09-03,19.9
1979-09-04,17.0
1979-09-05,16.4
1979-09-06,19.0
1979-09-07,21.4
1979-09-08,19.5
1979-09-09,19.3
1979-09-10,17.7
1979-09-11,19.5
1979-09-12,18.2
1979-09-13,17.8
1979-09-14,15.4
1979-09-15,11.1
1979-09-16,11.9
1979-09-17,16.3
1979-09-18,17.5
1979-09-19,19.9
1979-09-20,20.3
1979-09-21,15.3
1979-09-22,10.7
1979-09-23,12.7
1979-09-24,12.3
1979-09-25,13.3
1979-09-26,15.8
1979-09-27,15.1
1979-09-28,13.6
1979-09-29,13.1
1979-09-30,12.5
1979-10-01,11.3
1979-10-02,9.6
1979-10-03,8.5
1979-10-04,10.6
1979-10-05,10.4
1979-10-06,8.6
1979-10-07,10.9
1979-10-08,15.2
1979-10-09,14.5
1979-10-10,15.8
1979-10-11,15.5
1979-10-12,17.3
1979-10-13,16.9
1979-10-14,17.5
1979-10-15,15.8
1979-10-16,14.5
1979-10-17,12.4
1979-10-18,10.7
1979-10-19,11.8
1979-10-20,12.0
1979-10-21,10.5
1979-10-22,8.2
1979-10-23,6.7
1979-10-24,7.1
1979-10-25,4.8
1979-10-26,4.3
1979-10-27,3.7
1979-10-28,3.4
1979-10-29,2.0
1979-10-30,2.2
1979-10-31,2.4
1979-11-01,3.6
1979-11-02,7.5
1979-11-03,5.4
1979-11-04,7.6
1979-11-05,8.4
1979-11-06,6.1
1979-11-07,7.0
1979-11-08,6.3
1979-11-09,6.9
1979-11-10,5.9
1979-11-11,5.5
1979-11-12,4.1
1979-11-13,4.9
1979-11-14,1.8
1979-11-15,4.8
1979-11-16,5.5
1979-11-17,3.7
1979-11-18,5.0
1979-11-19,5.1
1979-11-20,6.2
1979-11-21,5.0
1979-11-22,4.7
1979-11-23,3.6
1979-11-24,2.7
1979-11-25,4.7
1979-11-26,6.3
1979-11-27,7.3
1979-11-28,7.9
1979-11-29,12.6
1979-11-30,10.3
1979-12-01,10.7
1979-12-02,10.4
1979-12-03,11.9
1979-12-04,11.0
1979-12-05,13.6
1979-12-06,7.3
1979-12-07,10.9
1979-12-08,10.0
1979-12-09,9.5
1979-12-10,10.0
1979-12-11,7.8
1979-12-12,0.8
1979-12-13,-1.4
1979-12-14,-1.3
1979-12-15,4.0
1979-12-16,5.9
1979-12-17,6.8
1979-12-18,6.2
1979-12-19,4.2
1979-12-20,0.4
1979-12-21,0.1
1979-12-22,2.2
1979-12-23,5.5
1979-12-24,4.0
1979-12-25,3.2
1979-12-26,3.3
1979-12-27,2.0
1979-12-28,2.7
1979-12-29,4.6
1979-12-30,2.4
1979-12-31,2.3
