datum,temperatura,leto,mesec
2021-03-01,5.1,2021,3
2021-03-02,5.4,2021,3
2021-03-03,7.0,2021,3
2021-03-04,6.3,2021,3
2021-03-05,5.6,2021,3
2021-03-06,1.4,2021,3
2021-03-07,1.5,2021,3
2021-03-08,4.6,2021,3
2021-03-09,2.6,2021,3
2021-03-10,2.6,2021,3
2021-03-11,3.5,2021,3
2021-03-12,6.1,2021,3
2021-03-13,6.1,2021,3
2021-03-14,4.2,2021,3
2021-03-15,2.4,2021,3
2021-03-16,1.5,2021,3
2021-03-17,2.3,2021,3
2021-03-18,1.2,2021,3
2021-03-19,1.0,2021,3
2021-03-20,-0.1,2021,3
2021-03-21,-0.3,2021,3
2021-03-22,3.4,2021,3
2021-03-23,3.9,2021,3
2021-03-24,5.9,2021,3
2021-03-25,7.2,2021,3
2021-03-26,8.4,2021,3
2021-03-27,7.8,2021,3
2021-03-28,6.1,2021,3
2021-03-29,9.5,2021,3
2021-03-30,13.1,2021,3
2021-03-31,14.5,2021,3
