time,temperatura_avg
2014-01-01,-11.5
2014-01-02,-16.8
2014-01-03,-14.7
2014-01-04,-3.5
2014-01-05,-0.2
2014-01-06,-6.7
2014-01-07,-19.0
2014-01-08,-12.0
2014-01-09,-7.4
2014-01-10,0.1
2014-01-11,5.1
2014-01-12,2.4
2014-01-13,4.7
2014-01-14,3.3
2014-01-15,-0.6
2014-01-16,-2.0
2014-01-17,0.6
2014-01-18,-3.9
2014-01-19,-4.6
2014-01-20,-9.2
2014-01-21,-17.0
2014-01-22,-16.3
2014-01-23,-14.8
2014-01-24,-12.3
2014-01-25,-8.3
2014-01-26,-9.2
2014-01-27,-9.9
2014-01-28,-15.1
2014-01-29,-12.9
2014-01-30,-5.5
2014-01-31,-0.5
2014-02-01,0.2
2014-02-02,-2.6
2014-02-03,-6.1
2014-02-04,-7.2
2014-02-05,-8.5
2014-02-06,-9.9
2014-02-07,-11.2
2014-02-08,-11.4
2014-02-09,-9.7
2014-02-10,-8.9
2014-02-11,-11.2
2014-02-12,-9.7
2014-02-13,-5.3
2014-02-14,-1.9
2014-02-15,-7.2
2014-02-16,-9.9
2014-02-17,-8.1
2014-02-18,-1.8
2014-02-19,3.2
2014-02-20,0.8
2014-02-21,2.9
2014-02-22,1.9
2014-02-23,-1.7
2014-02-24,-6.6
2014-02-25,-7.8
2014-02-26,-11.2
2014-02-27,-12.2
2014-02-28,-12.3
2014-03-01,-5.5
2014-03-02,-12.0
2014-03-03,-14.7
2014-03-04,-11.9
2014-03-05,-7.6
2014-03-06,-5.8
2014-03-07,-1.0
2014-03-08,-1.7
2014-03-09,-3.9
2014-03-10,4.1
2014-03-11,7.3
2014-03-12,-4.6
2014-03-13,-11.3
2014-03-14,2.2
2014-03-15,-0.6
2014-03-16,-9.9
2014-03-17,-8.7
2014-03-18,-0.9
2014-03-19,4.0
2014-03-20,1.5
2014-03-21,0.2
2014-03-22,-1.2
2014-03-23,-6.6
2014-03-24,-5.7
2014-03-25,-3.7
2014-03-26,-6.8
2014-03-27,-1.2
2014-03-28,6.6
2014-03-29,2.5
2014-03-30,4.4
2014-03-31,5.7
2014-04-01,4.9
2014-04-02,4.9
2014-04-03,2.0
2014-04-04,4.3
2014-04-05,2.5
2014-04-06,4.8
2014-04-07,5.9
2014-04-08,8.2
2014-04-09,6.3
2014-04-10,10.7
2014-04-11,10.1
2014-04-12,9.8
2014-04-13,11.8
2014-04-14,11.5
2014-04-15,-0.8
2014-04-16,-0.6
2014-04-17,4.1
2014-04-18,7.3
2014-04-19,6.6
2014-04-20,7.8
2014-04-21,13.1
2014-04-22,10.1
2014-04-23,6.2
2014-04-24,7.0
2014-04-25,7.7
2014-04-26,7.5
2014-04-27,7.4
2014-04-28,9.3
2014-04-29,7.0
2014-04-30,5.9
2014-05-01,10.6
2014-05-02,10.3
2014-05-03,9.8
2014-05-04,10.2
2014-05-05,9.5
2014-05-06,10.7
2014-05-07,10.1
2014-05-08,13.9
2014-05-09,15.7
2014-05-10,16.4
2014-05-11,15.4
2014-05-12,17.3
2014-05-13,15.1
2014-05-14,17.1
2014-05-15,15.7
