datum,temperatura,leto,mesec
2009-05-01,13.5,2009,5
2009-05-02,12.2,2009,5
2009-05-03,12.5,2009,5
2009-05-04,12.5,2009,5
2009-05-05,12.0,2009,5
2009-05-06,13.7,2009,5
2009-05-07,16.1,2009,5
2009-05-08,16.7,2009,5
2009-05-09,16.2,2009,5
2009-05-10,17.1,2009,5
2009-05-11,17.3,2009,5
2009-05-12,17.1,2009,5
2009-05-13,13.5,2009,5
2009-05-14,16.1,2009,5
2009-05-15,16.3,2009,5
2009-05-16,16.9,2009,5
2009-05-17,17.9,2009,5
2009-05-18,20.8,2009,5
2009-05-19,18.2,2009,5
2009-05-20,19.1,2009,5
2009-05-21,20.3,2009,5
2009-05-22,19.9,2009,5
2009-05-23,18.9,2009,5
2009-05-24,20.5,2009,5
2009-05-25,21.9,2009,5
2009-05-26,22.3,2009,5
2009-05-27,16.6,2009,5
2009-05-28,15.8,2009,5
2009-05-29,13.7,2009,5
2009-05-30,9.8,2009,5
2009-05-31,12.0,2009,5
