datum,temperatura,leto,mesec
2012-06-01,18.2,2012,6
2012-06-02,17.6,2012,6
2012-06-03,20.8,2012,6
2012-06-04,20.1,2012,6
2012-06-05,16.8,2012,6
2012-06-06,16.5,2012,6
2012-06-07,19.8,2012,6
2012-06-08,22.2,2012,6
2012-06-09,20.4,2012,6
2012-06-10,19.0,2012,6
2012-06-11,18.4,2012,6
2012-06-12,17.3,2012,6
2012-06-13,17.1,2012,6
2012-06-14,17.4,2012,6
2012-06-15,19.9,2012,6
2012-06-16,22.4,2012,6
2012-06-17,23.8,2012,6
2012-06-18,25.0,2012,6
2012-06-19,26.1,2012,6
2012-06-20,27.1,2012,6
2012-06-21,26.9,2012,6
2012-06-22,24.5,2012,6
2012-06-23,22.4,2012,6
2012-06-24,23.8,2012,6
2012-06-25,21.3,2012,6
2012-06-26,19.7,2012,6
2012-06-27,21.0,2012,6
2012-06-28,23.7,2012,6
2012-06-29,25.6,2012,6
2012-06-30,27.2,2012,6
