time,temperatura_avg
1970-01-01,-8.4
1970-01-02,-8.9
1970-01-03,-8.5
1970-01-04,-7.1
1970-01-05,-15.4
1970-01-06,-13.9
1970-01-07,-12.9
1970-01-08,-14.8
1970-01-09,-2.2
1970-01-10,4.3
1970-01-11,1.9
1970-01-12,1.8
1970-01-13,1.7
1970-01-14,2.7
1970-01-15,3.7
1970-01-16,-0.7
1970-01-17,-3.8
1970-01-18,1.1
1970-01-19,1.0
1970-01-20,3.0
1970-01-21,4.0
1970-01-22,9.4
1970-01-23,9.2
1970-01-24,11.1
1970-01-25,6.6
1970-01-26,6.3
1970-01-27,10.9
1970-01-28,-1.1
1970-01-29,-4.7
1970-01-30,-1.2
1970-01-31,1.1
1970-02-01,1.4
1970-02-02,-3.9
1970-02-03,3.3
1970-02-04,-1.6
1970-02-05,-1.3
1970-02-06,5.9
1970-02-07,4.9
1970-02-08,2.8
1970-02-09,5.7
1970-02-10,8.3
1970-02-11,1.1
1970-02-12,8.6
1970-02-13,3.9
1970-02-14,3.7
1970-02-15,2.4
1970-02-16,9.0
1970-02-17,11.1
1970-02-18,0.3
1970-02-19,-2.7
1970-02-20,-0.2
1970-02-21,3.1
1970-02-22,2.9
1970-02-23,6.2
1970-02-24,2.0
1970-02-25,0.9
1970-02-26,3.4
1970-02-27,2.9
1970-02-28,4.4
1970-03-01,3.5
1970-03-02,8.0
1970-03-03,2.7
1970-03-04,3.8
1970-03-05,3.8
1970-03-06,3.6
1970-03-07,8.9
1970-03-08,10.4
1970-03-09,1.3
1970-03-10,-5.1
1970-03-11,-6.5
1970-03-12,-3.2
1970-03-13,1.2
1970-03-14,4.5
1970-03-15,2.7
1970-03-16,0.2
1970-03-17,2.1
1970-03-18,-5.2
1970-03-19,-7.2
1970-03-20,-4.2
1970-03-21,0.3
1970-03-22,0.8
1970-03-23,8.1
1970-03-24,8.1
1970-03-25,-1.9
1970-03-26,-1.4
1970-03-27,-6.0
1970-03-28,0.4
1970-03-29,1.3
1970-03-30,-2.7
1970-03-31,-4.8
1970-04-01,-4.1
1970-04-02,4.1
1970-04-03,-2.0
1970-04-04,1.2
1970-04-05,8.7
1970-04-06,10.7
1970-04-07,13.4
1970-04-08,7.8
1970-04-09,9.6
1970-04-10,11.6
1970-04-11,8.5
1970-04-12,3.3
1970-04-13,4.3
1970-04-14,7.9
1970-04-15,4.8
1970-04-16,5.2
1970-04-17,2.5
1970-04-18,0.6
1970-04-19,5.1
1970-04-20,4.1
1970-04-21,5.5
1970-04-22,4.0
1970-04-23,5.5
1970-04-24,8.3
1970-04-25,13.6
1970-04-26,15.8
1970-04-27,16.4
1970-04-28,11.5
1970-04-29,6.1
1970-04-30,4.4
1970-05-01,3.5
1970-05-02,8.4
1970-05-03,13.2
1970-05-04,15.7
1970-05-05,16.9
1970-05-06,17.3
1970-05-07,17.0
1970-05-08,12.4
1970-05-09,12.7
1970-05-10,16.0
1970-05-11,16.5
1970-05-12,16.3
1970-05-13,14.2
1970-05-14,8.2
1970-05-15,10.5
1970-05-16,17.3
1970-05-17,21.3
1970-05-18,21.9
1970-05-19,20.7
1970-05-20,22.0
1970-05-21,20.9
1970-05-22,15.0
1970-05-23,18.1
1970-05-24,17.2
1970-05-25,16.0
1970-05-26,18.0
1970-05-27,17.1
1970-05-28,15.2
1970-05-29,15.3
1970-05-30,17.3
1970-05-31,9.1
1970-06-01,10.2
1970-06-02,13.0
1970-06-03,14.4
1970-06-04,13.6
1970-06-05,14.9
1970-06-06,18.2
1970-06-07,18.7
1970-06-08,19.5
1970-06-09,20.1
1970-06-10,14.9
1970-06-11,8.1
1970-06-12,12.3
1970-06-13,16.9
1970-06-14,20.6
1970-06-15,18.6
1970-06-16,19.4
1970-06-17,19.5
1970-06-18,20.6
1970-06-19,19.7
1970-06-20,19.9
1970-06-21,19.6
1970-06-22,21.5
1970-06-23,21.2
1970-06-24,23.4
1970-06-25,24.6
1970-06-26,24.6
1970-06-27,26.2
1970-06-28,27.0
1970-06-29,23.5
1970-06-30,24.3
1970-07-01,22.0
1970-07-02,24.8
1970-07-03,21.9
1970-07-04,23.3
1970-07-05,23.8
1970-07-06,23.6
1970-07-07,20.7
1970-07-08,22.6
1970-07-09,23.8
1970-07-10,23.8
1970-07-11,21.3
1970-07-12,21.3
1970-07-13,23.9
1970-07-14,23.6
1970-07-15,21.6
1970-07-16,25.5
1970-07-17,26.6
1970-07-18,26.3
1970-07-19,22.1
