time,temperatura_avg
2001-01-01,16.8
2001-01-02,16.5
2001-01-03,18.7
2001-01-04,18.9
2001-01-05,18.9
2001-01-06,18.7
2001-01-07,20.0
2001-01-08,20.2
2001-01-09,20.6
2001-01-10,18.0
2001-01-11,18.8
2001-01-12,19.9
2001-01-13,19.1
2001-01-14,17.2
2001-01-15,18.1
2001-01-16,17.2
2001-01-17,17.8
2001-01-18,17.5
2001-01-19,18.9
2001-01-20,18.1
2001-01-21,18.9
2001-01-22,18.6
2001-01-23,18.8
2001-01-24,20.9
2001-01-25,21.5
2001-01-26,17.8
2001-01-27,16.9
2001-01-28,18.5
2001-01-29,20.5
2001-01-30,20.6
2001-01-31,18.9
2001-02-01,18.6
2001-02-02,17.7
2001-02-03,18.7
2001-02-04,19.3
2001-02-05,19.8
2001-02-06,16.4
2001-02-07,17.9
2001-02-08,17.2
2001-02-09,19.0
2001-02-10,21.4
2001-02-11,21.3
2001-02-12,22.5
2001-02-13,22.9
2001-02-14,23.8
2001-02-15,23.1
2001-02-16,21.1
2001-02-17,19.7
2001-02-18,19.9
2001-02-19,22.7
2001-02-20,22.9
2001-02-21,21.8
2001-02-22,22.1
2001-02-23,18.2
2001-02-24,20.2
2001-02-25,20.3
2001-02-26,22.1
2001-02-27,21.1
2001-02-28,21.1
2001-03-01,20.2
2001-03-02,20.3
2001-03-03,20.3
2001-03-04,20.1
2001-03-05,20.0
2001-03-06,19.4
2001-03-07,19.3
2001-03-08,20.7
2001-03-09,18.7
2001-03-10,17.3
2001-03-11,16.8
2001-03-12,17.6
2001-03-13,19.7
2001-03-14,19.2
2001-03-15,17.7
2001-03-16,17.7
2001-03-17,16.9
2001-03-18,17.6
2001-03-19,18.3
2001-03-20,17.1
2001-03-21,17.3
2001-03-22,17.7
2001-03-23,18.1
2001-03-24,17.4
2001-03-25,17.5
2001-03-26,18.4
2001-03-27,20.5
2001-03-28,18.8
2001-03-29,18.1
2001-03-30,14.6
2001-03-31,16.4
2001-04-01,17.7
2001-04-02,19.2
2001-04-03,16.9
2001-04-04,16.8
2001-04-05,17.2
2001-04-06,17.6
2001-04-07,14.5
2001-04-08,15.6
2001-04-09,16.2
2001-04-10,16.9
2001-04-11,17.4
2001-04-12,19.3
2001-04-13,17.7
2001-04-14,13.9
2001-04-15,14.2
2001-04-16,15.3
2001-04-17,17.1
2001-04-18,15.8
2001-04-19,16.5
2001-04-20,16.7
2001-04-21,17.3
2001-04-22,16.0
2001-04-23,15.7
2001-04-24,15.1
2001-04-25,13.6
2001-04-26,13.8
2001-04-27,15.9
2001-04-28,15.4
2001-04-29,16.7
2001-04-30,17.6
2001-05-01,17.8
2001-05-02,17.1
2001-05-03,17.9
2001-05-04,18.1
2001-05-05,18.1
