datum,temperatura,leto,mesec
2023-09-01,18.4,2023,9
2023-09-02,19.9,2023,9
2023-09-03,19.1,2023,9
2023-09-04,18.3,2023,9
2023-09-05,17.4,2023,9
2023-09-06,18.9,2023,9
2023-09-07,19.3,2023,9
2023-09-08,19.7,2023,9
2023-09-09,19.9,2023,9
2023-09-10,19.8,2023,9
2023-09-11,20.0,2023,9
2023-09-12,20.1,2023,9
2023-09-13,20.3,2023,9
2023-09-14,18.2,2023,9
2023-09-15,18.3,2023,9
2023-09-16,18.5,2023,9
2023-09-17,19.0,2023,9
2023-09-18,20.1,2023,9
2023-09-19,20.0,2023,9
2023-09-20,18.3,2023,9
2023-09-21,20.1,2023,9
2023-09-22,20.3,2023,9
2023-09-23,16.0,2023,9
2023-09-24,12.9,2023,9
2023-09-25,14.7,2023,9
2023-09-26,17.7,2023,9
2023-09-27,18.7,2023,9
2023-09-28,17.9,2023,9
2023-09-29,16.8,2023,9
2023-09-30,16.0,2023,9
