datum,temperatura,leto,mesec
2004-01-01,0.9,2004,1
2004-01-02,-0.8,2004,1
2004-01-03,-2.4,2004,1
2004-01-04,-3.9,2004,1
2004-01-05,-2.1,2004,1
2004-01-06,-4.3,2004,1
2004-01-07,-1.3,2004,1
2004-01-08,-0.5,2004,1
2004-01-09,-0.3,2004,1
2004-01-10,-0.4,2004,1
2004-01-11,0.6,2004,1
2004-01-12,2.4,2004,1
2004-01-13,4.0,2004,1
2004-01-14,4.4,2004,1
2004-01-15,1.9,2004,1
2004-01-16,1.8,2004,1
2004-01-17,4.1,2004,1
2004-01-18,0.5,2004,1
2004-01-19,-0.2,2004,1
2004-01-20,0.6,2004,1
2004-01-21,-1.5,2004,1
2004-01-22,-3.1,2004,1
2004-01-23,-3.8,2004,1
2004-01-24,-4.3,2004,1
2004-01-25,-3.1,2004,1
2004-01-26,-0.6,2004,1
2004-01-27,0.5,2004,1
2004-01-28,-2.0,2004,1
2004-01-29,-4.3,2004,1
2004-01-30,-4.3,2004,1
2004-01-31,-2.4,2004,1
