time,temperatura_avg
1982-01-01,16.5
1982-01-02,20.3
1982-01-03,
1982-01-04,21.8
1982-01-05,21.3
1982-01-06,21.0
1982-01-07,19.1
1982-01-08,
1982-01-09,
1982-01-10,20.9
1982-01-11,
1982-01-12,17.3
1982-01-13,19.7
1982-01-14,
1982-01-15,17.2
1982-01-16,19.8
1982-01-17,21.6
1982-01-18,22.1
1982-01-19,18.9
1982-01-20,20.1
1982-01-21,22.6
1982-01-22,22.3
1982-01-23,18.4
1982-01-24,
1982-01-25,
1982-01-26,19.4
1982-01-27,19.2
1982-01-28,19.6
1982-01-29,19.9
1982-01-30,19.4
1982-01-31,21.4
1982-02-01,18.8
1982-02-02,
1982-02-03,
1982-02-04,21.2
1982-02-05,
1982-02-06,21.9
1982-02-07,20.7
1982-02-08,16.9
1982-02-09,
1982-02-10,
1982-02-11,16.6
1982-02-12,
1982-02-13,
1982-02-14,
1982-02-15,16.9
1982-02-16,
1982-02-17,
1982-02-18,16.9
1982-02-19,
1982-02-20,17.2
1982-02-21,17.2
1982-02-22,18.3
1982-02-23,16.9
1982-02-24,17.3
1982-02-25,19.2
1982-02-26,18.2
1982-02-27,
1982-02-28,18.6
1982-03-01,
1982-03-02,20.2
1982-03-03,
1982-03-04,16.3
1982-03-05,
1982-03-06,
1982-03-07,
1982-03-08,18.2
1982-03-09,
1982-03-10,
1982-03-11,
1982-03-12,
1982-03-13,
1982-03-14,18.3
1982-03-15,17.4
1982-03-16,20.2
1982-03-17,
1982-03-18,
1982-03-19,16.0
1982-03-20,
1982-03-21,16.2
1982-03-22,18.7
1982-03-23,14.7
1982-03-24,15.4
1982-03-25,11.7
1982-03-26,11.6
1982-03-27,
1982-03-28,
1982-03-29,
1982-03-30,15.1
1982-03-31,
1982-04-01,
1982-04-02,14.3
1982-04-03,16.9
1982-04-04,14.7
1982-04-05,14.9
1982-04-06,
1982-04-07,
1982-04-08,
1982-04-09,
1982-04-10,14.2
1982-04-11,
1982-04-12,14.2
1982-04-13,14.3
1982-04-14,15.6
1982-04-15,13.9
1982-04-16,16.9
1982-04-17,14.3
1982-04-18,12.1
1982-04-19,12.2
1982-04-20,11.7
1982-04-21,12.5
1982-04-22,9.3
1982-04-23,
1982-04-24,11.2
1982-04-25,
1982-04-26,13.9
1982-04-27,
1982-04-28,15.3
1982-04-29,13.7
1982-04-30,12.5
1982-05-01,
1982-05-02,14.5
1982-05-03,14.8
1982-05-04,
1982-05-05,
1982-05-06,10.4
1982-05-07,
1982-05-08,14.6
1982-05-09,
1982-05-10,11.4
1982-05-11,
1982-05-12,14.7
1982-05-13,
1982-05-14,
1982-05-15,12.5
1982-05-16,9.9
1982-05-17,
1982-05-18,
1982-05-19,14.3
1982-05-20,
1982-05-21,14.6
1982-05-22,10.9
1982-05-23,9.1
1982-05-24,
1982-05-25,13.4
1982-05-26,13.2
1982-05-27,12.7
1982-05-28,10.1
1982-05-29,11.9
1982-05-30,11.3
1982-05-31,8.1
1982-06-01,
1982-06-02,
1982-06-03,6.9
1982-06-04,8.3
1982-06-05,
1982-06-06,
1982-06-07,9.9
1982-06-08,9.1
1982-06-09,
1982-06-10,10.8
1982-06-11,10.3
1982-06-12,
1982-06-13,
1982-06-14,
1982-06-15,14.4
1982-06-16,
1982-06-17,9.9
1982-06-18,13.8
1982-06-19,7.5
1982-06-20,6.6
1982-06-21,
1982-06-22,11.3
1982-06-23,8.7
1982-06-24,12.8
1982-06-25,
1982-06-26,13.3
1982-06-27,10.9
1982-06-28,
1982-06-29,
1982-06-30,
1982-07-01,
1982-07-02,8.1
1982-07-03,
1982-07-04,
1982-07-05,10.3
1982-07-06,9.6
1982-07-07,6.1
1982-07-08,
1982-07-09,9.3
1982-07-10,10.3
1982-07-11,10.3
1982-07-12,
1982-07-13,11.8
1982-07-14,10.6
1982-07-15,9.7
1982-07-16,
1982-07-17,
1982-07-18,
1982-07-19,13.2
1982-07-20,
1982-07-21,
1982-07-22,8.4
1982-07-23,5.6
1982-07-24,
1982-07-25,9.6
1982-07-26,9.1
1982-07-27,
1982-07-28,
1982-07-29,7.7
1982-07-30,8.1
1982-07-31,5.7
1982-08-01,
1982-08-02,
1982-08-03,8.6
1982-08-04,
1982-08-05,
1982-08-06,6.8
1982-08-07,
1982-08-08,
1982-08-09,8.3
1982-08-10,9.5
1982-08-11,8.8
1982-08-12,
1982-08-13,11.7
1982-08-14,8.0
1982-08-15,11.2
1982-08-16,10.0
1982-08-17,
1982-08-18,11.1
1982-08-19,13.6
1982-08-20,11.8
1982-08-21,
1982-08-22,13.5
1982-08-23,14.4
1982-08-24,11.3
1982-08-25,
1982-08-26,
1982-08-27,13.7
1982-08-28,11.7
1982-08-29,14.9
1982-08-30,13.1
1982-08-31,
1982-09-01,15.9
1982-09-02,14.3
1982-09-03,12.4
1982-09-04,
1982-09-05,13.1
1982-09-06,13.3
1982-09-07,14.3
1982-09-08,
1982-09-09,
