datum,temperatura,leto,mesec
2004-06-01,17.6,2004,6
2004-06-02,17.1,2004,6
2004-06-03,17.3,2004,6
2004-06-04,18.7,2004,6
2004-06-05,18.1,2004,6
2004-06-06,18.1,2004,6
2004-06-07,19.1,2004,6
2004-06-08,19.7,2004,6
2004-06-09,21.4,2004,6
2004-06-10,23.1,2004,6
2004-06-11,23.3,2004,6
2004-06-12,23.2,2004,6
2004-06-13,16.9,2004,6
2004-06-14,19.8,2004,6
2004-06-15,20.6,2004,6
2004-06-16,20.1,2004,6
2004-06-17,20.8,2004,6
2004-06-18,20.5,2004,6
2004-06-19,21.5,2004,6
2004-06-20,20.0,2004,6
2004-06-21,18.9,2004,6
2004-06-22,20.6,2004,6
2004-06-23,20.7,2004,6
2004-06-24,21.9,2004,6
2004-06-25,20.8,2004,6
2004-06-26,21.0,2004,6
2004-06-27,21.9,2004,6
2004-06-28,23.3,2004,6
2004-06-29,22.2,2004,6
2004-06-30,22.3,2004,6
