datum,temperatura,leto,mesec
2016-09-01,20.7,2016,9
2016-09-02,21.3,2016,9
2016-09-03,20.8,2016,9
2016-09-04,21.7,2016,9
2016-09-05,18.7,2016,9
2016-09-06,14.8,2016,9
2016-09-07,18.2,2016,9
2016-09-08,18.7,2016,9
2016-09-09,20.5,2016,9
2016-09-10,20.6,2016,9
2016-09-11,20.1,2016,9
2016-09-12,20.2,2016,9
2016-09-13,20.3,2016,9
2016-09-14,19.5,2016,9
2016-09-15,19.4,2016,9
2016-09-16,19.2,2016,9
2016-09-17,17.7,2016,9
2016-09-18,16.0,2016,9
2016-09-19,16.3,2016,9
2016-09-20,15.4,2016,9
2016-09-21,13.7,2016,9
2016-09-22,13.3,2016,9
2016-09-23,14.7,2016,9
2016-09-24,16.4,2016,9
2016-09-25,16.0,2016,9
2016-09-26,15.1,2016,9
2016-09-27,15.3,2016,9
2016-09-28,16.3,2016,9
2016-09-29,16.6,2016,9
2016-09-30,16.3,2016,9
