datum,temperatura,leto,mesec
2016-01-01,0.1,2016,1
2016-01-02,-1.1,2016,1
2016-01-03,-4.7,2016,1
2016-01-04,-6.0,2016,1
2016-01-05,-2.5,2016,1
2016-01-06,-1.9,2016,1
2016-01-07,-1.1,2016,1
2016-01-08,1.2,2016,1
2016-01-09,3.6,2016,1
2016-01-10,4.6,2016,1
2016-01-11,7.0,2016,1
2016-01-12,2.9,2016,1
2016-01-13,2.5,2016,1
2016-01-14,2.4,2016,1
2016-01-15,1.3,2016,1
2016-01-16,-0.6,2016,1
2016-01-17,-1.1,2016,1
2016-01-18,-2.4,2016,1
2016-01-19,-3.7,2016,1
2016-01-20,-2.1,2016,1
2016-01-21,-1.9,2016,1
2016-01-22,-2.3,2016,1
2016-01-23,-2.0,2016,1
2016-01-24,1.4,2016,1
2016-01-25,3.1,2016,1
2016-01-26,5.5,2016,1
2016-01-27,5.0,2016,1
2016-01-28,4.6,2016,1
2016-01-29,4.9,2016,1
2016-01-30,4.3,2016,1
2016-01-31,6.9,2016,1
