datum,temperatura,leto,mesec
2001-09-01,17.5,2001,9
2001-09-02,17.3,2001,9
2001-09-03,17.6,2001,9
2001-09-04,17.8,2001,9
2001-09-05,14.6,2001,9
2001-09-06,14.5,2001,9
2001-09-07,16.2,2001,9
2001-09-08,16.9,2001,9
2001-09-09,12.5,2001,9
2001-09-10,11.0,2001,9
2001-09-11,14.0,2001,9
2001-09-12,15.0,2001,9
2001-09-13,15.2,2001,9
2001-09-14,16.1,2001,9
2001-09-15,12.1,2001,9
2001-09-16,11.7,2001,9
2001-09-17,10.1,2001,9
2001-09-18,11.7,2001,9
2001-09-19,12.8,2001,9
2001-09-20,13.7,2001,9
2001-09-21,14.0,2001,9
2001-09-22,14.0,2001,9
2001-09-23,13.3,2001,9
2001-09-24,17.0,2001,9
2001-09-25,14.8,2001,9
2001-09-26,13.7,2001,9
2001-09-27,12.2,2001,9
2001-09-28,14.0,2001,9
2001-09-29,14.8,2001,9
2001-09-30,16.1,2001,9
