datum,temperatura,leto,mesec
2025-07-01,25.7,2025,7
2025-07-02,25.0,2025,7
2025-07-03,26.6,2025,7
2025-07-04,24.9,2025,7
2025-07-05,23.5,2025,7
2025-07-06,24.8,2025,7
2025-07-07,20.3,2025,7
2025-07-08,17.0,2025,7
2025-07-09,17.4,2025,7
2025-07-10,17.8,2025,7
2025-07-11,17.9,2025,7
2025-07-12,18.6,2025,7
2025-07-13,21.6,2025,7
2025-07-14,23.7,2025,7
2025-07-15,22.8,2025,7
2025-07-16,20.2,2025,7
2025-07-17,18.6,2025,7
2025-07-18,20.1,2025,7
2025-07-19,22.6,2025,7
2025-07-20,24.4,2025,7
2025-07-21,25.0,2025,7
2025-07-22,22.2,2025,7
2025-07-23,22.9,2025,7
2025-07-24,23.1,2025,7
2025-07-25,22.1,2025,7
2025-07-26,20.4,2025,7
2025-07-27,19.7,2025,7
2025-07-28,18.1,2025,7
2025-07-29,17.4,2025,7
2025-07-30,17.7,2025,7
2025-07-31,19.2,2025,7
