datum,temperatura,leto,mesec
2016-01-01,-0.2,2016,1
2016-01-02,-0.9,2016,1
2016-01-03,-4.4,2016,1
2016-01-04,-6.4,2016,1
2016-01-05,-2.9,2016,1
2016-01-06,-1.8,2016,1
2016-01-07,-1.4,2016,1
2016-01-08,1.3,2016,1
2016-01-09,3.8,2016,1
2016-01-10,5.1,2016,1
2016-01-11,7.7,2016,1
2016-01-12,4.0,2016,1
2016-01-13,2.8,2016,1
2016-01-14,2.4,2016,1
2016-01-15,1.7,2016,1
2016-01-16,0.2,2016,1
2016-01-17,-0.4,2016,1
2016-01-18,-1.6,2016,1
2016-01-19,-2.7,2016,1
2016-01-20,-1.3,2016,1
2016-01-21,-1.4,2016,1
2016-01-22,-1.7,2016,1
2016-01-23,-1.5,2016,1
2016-01-24,1.3,2016,1
2016-01-25,2.8,2016,1
2016-01-26,4.9,2016,1
2016-01-27,4.8,2016,1
2016-01-28,5.6,2016,1
2016-01-29,4.8,2016,1
2016-01-30,5.1,2016,1
2016-01-31,8.4,2016,1
