time,tavg,tmin,tmax,prcp,snow
2009-01-01,-4.8,-6.3,-4.0,0.0,
2009-01-02,-3.6,-8.1,-2.0,0.0,1.0
2009-01-03,-7.4,-12.6,-3.5,0.5,1.0
2009-01-04,-2.8,-5.4,-1.3,,
2009-01-05,-3.0,-6.0,-0.9,1.0,13.0
2009-01-06,-9.6,-10.8,-6.5,,
2009-01-07,-7.2,-10.1,-4.9,0.0,10.0
2009-01-08,-7.7,-11.8,-4.2,0.0,9.0
2009-01-09,-11.1,-13.8,-9.0,0.3,8.0
2009-01-10,-9.9,-12.1,-7.6,0.0,8.0
2009-01-11,-7.4,-8.7,-6.2,0.3,7.0
2009-01-12,-9.9,-14.2,-6.7,0.0,7.0
2009-01-13,-8.2,-12.4,-5.6,0.0,6.0
2009-01-14,-8.6,-9.9,-6.0,,
2009-01-15,-1.8,-7.8,0.4,0.0,5.0
2009-01-16,-0.8,-3.7,1.1,0.0,6.0
2009-01-17,-3.3,-5.8,-0.3,,
2009-01-18,2.6,-0.6,4.5,0.3,6.0
2009-01-19,3.2,0.7,5.1,0.5,3.0
2009-01-20,2.0,1.3,2.9,1.0,1.0
2009-01-21,0.1,-1.1,0.9,,
2009-01-22,0.8,-2.4,4.8,1.0,
2009-01-23,0.3,-2.0,4.3,3.4,
2009-01-24,3.1,0.0,5.8,4.6,
2009-01-25,0.8,-2.1,3.9,0.0,
2009-01-26,0.2,-3.4,3.4,0.0,
2009-01-27,1.0,-0.4,3.1,0.0,
2009-01-28,-0.4,-3.8,1.3,0.0,
2009-01-29,-1.2,-4.4,1.9,0.0,
2009-01-30,-2.1,-2.5,-1.6,0.0,
2009-01-31,-1.3,-3.8,0.2,0.3,2.0
2009-02-01,-3.0,-4.4,-1.1,,
2009-02-02,1.3,-1.0,2.7,,
2009-02-03,3.2,1.0,4.2,0.0,
2009-02-04,0.7,-0.4,1.3,0.3,
2009-02-05,-0.1,-1.5,0.7,0.0,
2009-02-06,1.6,-0.2,3.1,0.3,
2009-02-07,2.1,0.7,3.4,0.0,
2009-02-08,1.7,-1.5,2.8,0.0,
2009-02-09,0.3,-2.2,4.6,0.0,
2009-02-10,3.0,-1.5,9.1,1.5,1.0
2009-02-11,-0.0,-1.7,1.6,,
2009-02-12,-1.4,-6.0,0.3,1.0,1.0
2009-02-13,-3.0,-4.9,-0.4,0.0,3.0
