datum,temperatura,leto,mesec
2024-05-01,18.3,2024,5
2024-05-02,15.7,2024,5
2024-05-03,13.2,2024,5
2024-05-04,15.1,2024,5
2024-05-05,16.2,2024,5
2024-05-06,17.2,2024,5
2024-05-07,16.0,2024,5
2024-05-08,16.7,2024,5
2024-05-09,18.8,2024,5
2024-05-10,18.9,2024,5
2024-05-11,18.3,2024,5
2024-05-12,18.9,2024,5
2024-05-13,18.3,2024,5
2024-05-14,17.6,2024,5
2024-05-15,17.5,2024,5
2024-05-16,17.4,2024,5
2024-05-17,17.7,2024,5
2024-05-18,18.1,2024,5
2024-05-19,18.3,2024,5
2024-05-20,18.3,2024,5
2024-05-21,17.9,2024,5
2024-05-22,17.8,2024,5
2024-05-23,17.3,2024,5
2024-05-24,17.2,2024,5
2024-05-25,17.9,2024,5
2024-05-26,19.9,2024,5
2024-05-27,19.7,2024,5
2024-05-28,19.2,2024,5
2024-05-29,19.6,2024,5
2024-05-30,18.4,2024,5
2024-05-31,18.2,2024,5
