datum,temperatura,leto,mesec
2002-01-01,-3.3,2002,1
2002-01-02,-4.0,2002,1
2002-01-03,-3.3,2002,1
2002-01-04,-8.9,2002,1
2002-01-05,-7.1,2002,1
2002-01-06,-3.3,2002,1
2002-01-07,-3.6,2002,1
2002-01-08,-3.6,2002,1
2002-01-09,-3.7,2002,1
2002-01-10,-3.9,2002,1
2002-01-11,-3.2,2002,1
2002-01-12,-3.1,2002,1
2002-01-13,-3.7,2002,1
2002-01-14,-3.1,2002,1
2002-01-15,-5.7,2002,1
2002-01-16,-6.8,2002,1
2002-01-17,-7.0,2002,1
2002-01-18,-5.2,2002,1
2002-01-19,-5.5,2002,1
2002-01-20,-2.0,2002,1
2002-01-21,0.2,2002,1
2002-01-22,2.4,2002,1
2002-01-23,2.9,2002,1
2002-01-24,4.7,2002,1
2002-01-25,4.7,2002,1
2002-01-26,2.9,2002,1
2002-01-27,3.5,2002,1
2002-01-28,4.6,2002,1
2002-01-29,5.1,2002,1
2002-01-30,3.0,2002,1
2002-01-31,3.1,2002,1
