,time,temperatura_avg
6209,1967-01-01,4.4
6210,1967-01-02,5.4
6211,1967-01-03,2.9
6212,1967-01-04,2.4
6213,1967-01-05,3.8
6214,1967-01-06,2.7
6215,1967-01-07,6.5
6216,1967-01-08,1.1
6217,1967-01-09,2.8
6218,1967-01-10,2.3
6219,1967-01-11,1.3
6220,1967-01-12,7.6
6221,1967-01-13,7.1
6222,1967-01-14,4.2
6223,1967-01-15,2.7
6224,1967-01-16,0.0
6225,1967-01-17,1.8
6226,1967-01-18,4.6
6227,1967-01-19,7.4
6228,1967-01-20,4.5
6229,1967-01-21,5.8
6230,1967-01-22,8.1
6231,1967-01-23,3.6
6232,1967-01-24,7.2
6233,1967-01-25,7.3
6234,1967-01-26,7.9
6235,1967-01-27,9.8
6236,1967-01-28,5.2
6237,1967-01-29,5.6
6238,1967-01-30,4.3
6239,1967-01-31,2.4
6240,1967-02-01,3.9
6241,1967-02-02,4.2
6242,1967-02-03,4.6
6243,1967-02-04,6.3
6244,1967-02-05,6.5
6245,1967-02-06,8.8
6246,1967-02-07,9.7
6247,1967-02-08,8.1
6248,1967-02-09,3.2
6249,1967-02-10,1.0
6250,1967-02-11,-1.1
6251,1967-02-12,-1.2
6252,1967-02-13,0.1
6253,1967-02-14,0.6
6254,1967-02-15,1.9
6255,1967-02-16,3.0
6256,1967-02-17,4.3
6257,1967-02-18,3.9
6258,1967-02-19,5.5
6259,1967-02-20,7.3
6260,1967-02-21,8.3
6261,1967-02-22,13.5
6262,1967-02-23,14.8
6263,1967-02-24,6.1
6264,1967-02-25,6.7
6265,1967-02-26,4.7
6266,1967-02-27,5.4
6267,1967-02-28,3.3
6268,1967-03-01,5.9
6269,1967-03-02,7.8
6270,1967-03-03,12.2
6271,1967-03-04,16.4
6272,1967-03-05,8.9
6273,1967-03-06,3.6
6274,1967-03-07,5.2
6275,1967-03-08,6.2
6276,1967-03-09,5.3
6277,1967-03-10,8.2
6278,1967-03-11,7.5
6279,1967-03-12,5.5
6280,1967-03-13,9.7
6281,1967-03-14,7.7
6282,1967-03-15,9.9
6283,1967-03-16,12.2
6284,1967-03-17,13.4
6285,1967-03-18,7.9
6286,1967-03-19,9.2
6287,1967-03-20,10.1
6288,1967-03-21,10.3
6289,1967-03-22,12.0
6290,1967-03-23,8.9
6291,1967-03-24,8.1
6292,1967-03-25,10.3
6293,1967-03-26,15.1
6294,1967-03-27,17.8
6295,1967-03-28,13.2
6296,1967-03-29,11.4
6297,1967-03-30,10.5
6298,1967-03-31,16.3
6299,1967-04-01,17.9
6300,1967-04-02,15.2
6301,1967-04-03,15.4
6302,1967-04-04,15.6
6303,1967-04-05,12.3
6304,1967-04-06,15.1
6305,1967-04-07,13.8
6306,1967-04-08,12.1
6307,1967-04-09,13.6
6308,1967-04-10,14.4
6309,1967-04-11,12.7
6310,1967-04-12,11.1
6311,1967-04-13,12.1
6312,1967-04-14,15.1
6313,1967-04-15,9.0
6314,1967-04-16,7.1
6315,1967-04-17,10.5
6316,1967-04-18,14.2
6317,1967-04-19,16.4
6318,1967-04-20,18.6
6319,1967-04-21,18.3
6320,1967-04-22,14.2
6321,1967-04-23,14.2
6322,1967-04-24,14.9
6323,1967-04-25,16.7
6324,1967-04-26,17.8
6325,1967-04-27,19.6
6326,1967-04-28,19.0
6327,1967-04-29,17.7
6328,1967-04-30,21.1
6329,1967-05-01,20.6
6330,1967-05-02,18.0
6331,1967-05-03,19.3
6332,1967-05-04,18.4
6333,1967-05-05,18.6
6334,1967-05-06,21.1
6335,1967-05-07,18.2
6336,1967-05-08,19.3
6337,1967-05-09,16.2
6338,1967-05-10,15.1
6339,1967-05-11,17.5
6340,1967-05-12,21.7
6341,1967-05-13,21.6
6342,1967-05-14,20.2
6343,1967-05-15,17.7
6344,1967-05-16,19.6
6345,1967-05-17,21.7
6346,1967-05-18,22.1
6347,1967-05-19,22.4
6348,1967-05-20,18.2
6349,1967-05-21,20.3
6350,1967-05-22,21.4
6351,1967-05-23,23.1
6352,1967-05-24,23.0
6353,1967-05-25,22.6
6354,1967-05-26,23.2
6355,1967-05-27,22.4
6356,1967-05-28,19.4
6357,1967-05-29,21.3
6358,1967-05-30,22.7
6359,1967-05-31,24.7
6360,1967-06-01,24.5
6361,1967-06-02,24.3
6362,1967-06-03,24.7
6363,1967-06-04,23.4
6364,1967-06-05,22.3
6365,1967-06-06,23.5
6366,1967-06-07,20.8
6367,1967-06-08,21.6
6368,1967-06-09,18.8
6369,1967-06-10,21.7
6370,1967-06-11,23.3
6371,1967-06-12,24.0
6372,1967-06-13,25.2
6373,1967-06-14,24.7
6374,1967-06-15,21.8
6375,1967-06-16,24.3
6376,1967-06-17,24.2
6377,1967-06-18,23.7
6378,1967-06-19,22.3
6379,1967-06-20,22.3
6380,1967-06-21,23.8
6381,1967-06-22,22.8
6382,1967-06-23,23.0
6383,1967-06-24,25.6
6384,1967-06-25,23.7
6385,1967-06-26,24.2
6386,1967-06-27,24.6
6387,1967-06-28,21.6
6388,1967-06-29,25.3
6389,1967-06-30,
6390,1967-07-01,22.6
6391,1967-07-02,22.7
6392,1967-07-03,26.2
6393,1967-07-04,26.7
6394,1967-07-05,23.6
6395,1967-07-06,24.7
6396,1967-07-07,27.2
6397,1967-07-08,22.5
6398,1967-07-09,22.8
6399,1967-07-10,24.6
6400,1967-07-11,23.4
6401,1967-07-12,24.5
6402,1967-07-13,25.9
6403,1967-07-14,27.6
6404,1967-07-15,29.6
6405,1967-07-16,30.2
6406,1967-07-17,28.9
6407,1967-07-18,26.9
6408,1967-07-19,28.3
6409,1967-07-20,28.4
6410,1967-07-21,28.9
6411,1967-07-22,28.2
6412,1967-07-23,28.1
6413,1967-07-24,27.8
6414,1967-07-25,28.3
6415,1967-07-26,28.4
6416,1967-07-27,28.9
6417,1967-07-28,28.7
6418,1967-07-29,27.1
6419,1967-07-30,26.2
6420,1967-07-31,27.2
6421,1967-08-01,27.3
6422,1967-08-02,26.7
6423,1967-08-03,28.7
6424,1967-08-04,29.8
6425,1967-08-05,30.3
6426,1967-08-06,27.7
6427,1967-08-07,27.2
6428,1967-08-08,29.2
6429,1967-08-09,28.6
6430,1967-08-10,29.9
6431,1967-08-11,31.8
6432,1967-08-12,30.2
6433,1967-08-13,29.6
6434,1967-08-14,30.1
6435,1967-08-15,28.4
6436,1967-08-16,29.5
6437,1967-08-17,29.8
6438,1967-08-18,28.1
6439,1967-08-19,28.2
6440,1967-08-20,27.3
6441,1967-08-21,25.4
6442,1967-08-22,28.4
6443,1967-08-23,26.3
6444,1967-08-24,30.1
6445,1967-08-25,30.1
6446,1967-08-26,27.1
6447,1967-08-27,28.4
6448,1967-08-28,28.9
6449,1967-08-29,28.4
6450,1967-08-30,24.5
6451,1967-08-31,24.4
6452,1967-09-01,24.8
6453,1967-09-02,25.7
6454,1967-09-03,27.3
6455,1967-09-04,26.9
6456,1967-09-05,25.5
6457,1967-09-06,26.0
6458,1967-09-07,23.1
