time,tavg,tmin,tmax,prcp,snow
1995-01-01,17.5,12.6,25.3,0.0,
1995-01-02,17.6,12.9,25.1,0.0,
1995-01-03,15.2,9.0,20.0,0.0,
1995-01-04,16.2,9.2,23.6,0.0,
1995-01-05,17.7,8.9,22.2,0.0,
1995-01-06,16.7,9.8,23.4,0.0,
1995-01-07,18.9,15.4,24.4,0.0,
1995-01-08,19.7,15.9,23.3,0.5,
1995-01-09,19.3,16.4,22.5,6.1,
1995-01-10,18.1,15.8,24.8,0.0,
1995-01-11,17.3,15.7,20.3,39.1,
1995-01-12,18.3,16.2,22.5,0.0,
1995-01-13,19.1,14.3,25.3,0.5,
1995-01-14,20.2,15.5,26.1,0.0,
1995-01-15,20.8,17.3,24.9,0.0,
1995-01-16,21.4,19.4,25.6,4.1,
1995-01-17,21.4,18.3,25.4,0.5,
1995-01-18,21.6,18.3,24.7,5.1,
1995-01-19,20.4,19.4,27.1,0.5,
1995-01-20,19.6,19.3,26.0,0.0,
1995-01-21,19.8,17.5,25.4,0.0,
1995-01-22,20.6,17.8,25.1,0.0,
1995-01-23,20.2,17.3,24.7,0.0,
1995-01-24,19.1,16.7,23.9,0.0,
1995-01-25,20.9,17.2,25.0,0.0,
1995-01-26,21.8,19.8,25.2,2.0,
1995-01-27,19.9,16.5,23.6,51.1,
1995-01-28,20.3,15.2,24.3,0.0,
1995-01-29,19.2,16.1,24.1,0.0,
1995-01-30,20.4,16.8,24.8,0.0,
1995-01-31,20.8,16.6,25.3,0.0,
1995-02-01,20.6,16.2,24.6,6.1,
1995-02-02,18.9,16.3,22.4,1.0,
1995-02-03,19.3,16.5,22.3,1.0,
1995-02-04,19.1,16.4,23.8,8.9,
1995-02-05,21.1,15.7,22.8,0.0,
1995-02-06,20.1,15.6,25.9,1.0,
1995-02-07,21.1,15.1,25.8,0.0,
1995-02-08,19.4,17.1,26.1,0.0,
1995-02-09,20.1,16.8,23.8,3.0,
1995-02-10,20.4,17.9,24.1,1.0,
1995-02-11,20.7,17.3,25.1,0.5,
1995-02-12,19.6,16.8,26.9,1.0,
1995-02-13,20.3,16.0,24.4,0.0,
1995-02-14,20.2,15.7,26.5,0.0,
1995-02-15,21.2,19.0,25.9,0.0,
1995-02-16,19.8,14.9,26.5,0.0,
1995-02-17,21.0,13.0,25.2,0.0,
1995-02-18,20.4,16.7,25.2,0.0,
1995-02-19,19.3,14.0,25.8,0.0,
1995-02-20,20.1,17.4,24.1,0.0,
1995-02-21,20.9,18.0,27.6,9.9,
1995-02-22,22.1,19.5,25.5,14.0,
1995-02-23,20.3,16.1,23.8,5.1,
1995-02-24,18.2,13.5,21.7,0.0,
1995-02-25,18.7,14.0,21.5,0.5,
1995-02-26,19.9,15.2,24.4,20.1,
1995-02-27,20.4,17.3,22.3,0.0,
1995-02-28,18.9,15.5,23.4,0.0,
1995-03-01,18.5,16.0,23.2,,
1995-03-02,20.1,16.8,23.4,0.0,
1995-03-03,18.7,17.8,25.7,5.1,
1995-03-04,18.5,15.9,25.2,6.1,
1995-03-05,17.9,13.3,24.3,,
1995-03-06,18.8,12.1,24.0,,
1995-03-07,17.6,12.8,23.3,,
1995-03-08,18.4,14.8,22.9,,
1995-03-09,19.3,17.0,24.6,,
1995-03-10,21.8,19.7,25.5,20.1,
1995-03-11,20.4,17.7,22.7,8.9,
1995-03-12,20.4,17.5,21.5,43.9,
1995-03-13,19.2,15.0,23.2,2.0,
1995-03-14,17.2,11.9,20.5,1.0,
