datum,temperatura,leto,mesec
2002-02-01,5.2,2002,2
2002-02-02,4.3,2002,2
2002-02-03,3.9,2002,2
2002-02-04,4.5,2002,2
2002-02-05,3.4,2002,2
2002-02-06,6.8,2002,2
2002-02-07,4.9,2002,2
2002-02-08,6.0,2002,2
2002-02-09,5.7,2002,2
2002-02-10,6.8,2002,2
2002-02-11,5.1,2002,2
2002-02-12,7.8,2002,2
2002-02-13,7.0,2002,2
2002-02-14,5.3,2002,2
2002-02-15,2.4,2002,2
2002-02-16,1.8,2002,2
2002-02-17,3.0,2002,2
2002-02-18,4.8,2002,2
2002-02-19,4.9,2002,2
2002-02-20,4.9,2002,2
2002-02-21,6.1,2002,2
2002-02-22,0.9,2002,2
2002-02-23,4.4,2002,2
2002-02-24,3.9,2002,2
2002-02-25,3.7,2002,2
2002-02-26,6.6,2002,2
2002-02-27,9.8,2002,2
2002-02-28,9.1,2002,2
