datum,temperatura,leto,mesec
2024-09-01,25.8,2024,9
2024-09-02,25.3,2024,9
2024-09-03,25.2,2024,9
2024-09-04,25.1,2024,9
2024-09-05,24.0,2024,9
2024-09-06,21.3,2024,9
2024-09-07,22.2,2024,9
2024-09-08,24.0,2024,9
2024-09-09,19.0,2024,9
2024-09-10,18.4,2024,9
2024-09-11,18.1,2024,9
2024-09-12,13.5,2024,9
2024-09-13,9.5,2024,9
2024-09-14,10.4,2024,9
2024-09-15,10.8,2024,9
2024-09-16,12.3,2024,9
2024-09-17,12.5,2024,9
2024-09-18,15.1,2024,9
2024-09-19,16.5,2024,9
2024-09-20,15.9,2024,9
2024-09-21,16.7,2024,9
2024-09-22,16.1,2024,9
2024-09-23,17.2,2024,9
2024-09-24,17.5,2024,9
2024-09-25,16.8,2024,9
2024-09-26,19.6,2024,9
2024-09-27,20.5,2024,9
2024-09-28,15.2,2024,9
2024-09-29,12.5,2024,9
2024-09-30,9.8,2024,9
