datum,temperatura,leto,mesec
2025-02-01,4.1,2025,2
2025-02-02,1.8,2025,2
2025-02-03,2.2,2025,2
2025-02-04,0.1,2025,2
2025-02-05,0.6,2025,2
2025-02-06,1.4,2025,2
2025-02-07,0.5,2025,2
2025-02-08,2.1,2025,2
2025-02-09,2.4,2025,2
2025-02-10,3.2,2025,2
2025-02-11,2.4,2025,2
2025-02-12,2.0,2025,2
2025-02-13,4.5,2025,2
2025-02-14,1.7,2025,2
2025-02-15,-0.4,2025,2
2025-02-16,-1.3,2025,2
2025-02-17,-1.5,2025,2
2025-02-18,-1.3,2025,2
2025-02-19,-1.7,2025,2
2025-02-20,-1.7,2025,2
2025-02-21,-0.3,2025,2
2025-02-22,2.3,2025,2
2025-02-23,5.8,2025,2
2025-02-24,5.0,2025,2
2025-02-25,6.0,2025,2
2025-02-26,6.3,2025,2
2025-02-27,5.6,2025,2
2025-02-28,5.0,2025,2
