datum,temperatura,leto,mesec
2018-03-01,-11.1,2018,3
2018-03-02,-6.6,2018,3
2018-03-03,-3.0,2018,3
2018-03-04,-1.0,2018,3
2018-03-05,-2.0,2018,3
2018-03-06,0.5,2018,3
2018-03-07,1.6,2018,3
2018-03-08,4.4,2018,3
2018-03-09,4.9,2018,3
2018-03-10,7.5,2018,3
2018-03-11,8.7,2018,3
2018-03-12,10.3,2018,3
2018-03-13,7.3,2018,3
2018-03-14,7.3,2018,3
2018-03-15,8.1,2018,3
2018-03-16,7.2,2018,3
2018-03-17,3.5,2018,3
2018-03-18,-1.0,2018,3
2018-03-19,-2.6,2018,3
2018-03-20,-0.7,2018,3
2018-03-21,0.7,2018,3
2018-03-22,-0.6,2018,3
2018-03-23,0.5,2018,3
2018-03-24,3.3,2018,3
2018-03-25,2.4,2018,3
2018-03-26,4.2,2018,3
2018-03-27,5.0,2018,3
2018-03-28,6.9,2018,3
2018-03-29,9.3,2018,3
2018-03-30,7.9,2018,3
2018-03-31,9.4,2018,3
