datum,temperatura,leto,mesec
2004-05-01,14.8,2004,5
2004-05-02,14.8,2004,5
2004-05-03,14.1,2004,5
2004-05-04,12.6,2004,5
2004-05-05,13.1,2004,5
2004-05-06,12.5,2004,5
2004-05-07,10.5,2004,5
2004-05-08,9.6,2004,5
2004-05-09,11.3,2004,5
2004-05-10,12.3,2004,5
2004-05-11,13.8,2004,5
2004-05-12,14.3,2004,5
2004-05-13,14.2,2004,5
2004-05-14,12.7,2004,5
2004-05-15,13.4,2004,5
2004-05-16,12.9,2004,5
2004-05-17,13.0,2004,5
2004-05-18,14.7,2004,5
2004-05-19,16.9,2004,5
2004-05-20,18.5,2004,5
2004-05-21,18.2,2004,5
2004-05-22,14.3,2004,5
2004-05-23,10.2,2004,5
2004-05-24,10.6,2004,5
2004-05-25,12.6,2004,5
2004-05-26,15.0,2004,5
2004-05-27,15.6,2004,5
2004-05-28,13.4,2004,5
2004-05-29,13.3,2004,5
2004-05-30,16.8,2004,5
2004-05-31,17.2,2004,5
