datum,temperatura,leto,mesec
2024-04-01,15.6,2024,4
2024-04-02,11.6,2024,4
2024-04-03,10.6,2024,4
2024-04-04,13.6,2024,4
2024-04-05,14.6,2024,4
2024-04-06,16.8,2024,4
2024-04-07,17.7,2024,4
2024-04-08,18.8,2024,4
2024-04-09,19.2,2024,4
2024-04-10,15.6,2024,4
2024-04-11,13.5,2024,4
2024-04-12,15.3,2024,4
2024-04-13,17.6,2024,4
2024-04-14,19.6,2024,4
2024-04-15,20.0,2024,4
2024-04-16,8.9,2024,4
2024-04-17,6.6,2024,4
2024-04-18,6.8,2024,4
2024-04-19,7.3,2024,4
2024-04-20,7.9,2024,4
2024-04-21,6.4,2024,4
2024-04-22,6.0,2024,4
2024-04-23,5.9,2024,4
2024-04-24,6.5,2024,4
2024-04-25,5.7,2024,4
2024-04-26,8.1,2024,4
2024-04-27,11.4,2024,4
2024-04-28,14.8,2024,4
2024-04-29,16.9,2024,4
2024-04-30,17.5,2024,4
