datum,temperatura,leto,mesec
2009-01-01,-2.6,2009,1
2009-01-02,-2.5,2009,1
2009-01-03,-5.1,2009,1
2009-01-04,-4.9,2009,1
2009-01-05,-3.0,2009,1
2009-01-06,-4.4,2009,1
2009-01-07,-2.6,2009,1
2009-01-08,-5.0,2009,1
2009-01-09,-6.1,2009,1
2009-01-10,-4.4,2009,1
2009-01-11,-3.2,2009,1
2009-01-12,-3.7,2009,1
2009-01-13,-1.2,2009,1
2009-01-14,-1.7,2009,1
2009-01-15,0.2,2009,1
2009-01-16,-2.3,2009,1
2009-01-17,-0.8,2009,1
2009-01-18,0.9,2009,1
2009-01-19,2.0,2009,1
2009-01-20,4.2,2009,1
2009-01-21,4.5,2009,1
2009-01-22,2.1,2009,1
2009-01-23,1.0,2009,1
2009-01-24,1.0,2009,1
2009-01-25,1.6,2009,1
2009-01-26,2.0,2009,1
2009-01-27,1.1,2009,1
2009-01-28,1.0,2009,1
2009-01-29,1.0,2009,1
2009-01-30,0.2,2009,1
2009-01-31,-1.7,2009,1
