datum,temperatura,leto,mesec
2001-10-01,14.7,2001,10
2001-10-02,14.8,2001,10
2001-10-03,15.9,2001,10
2001-10-04,16.7,2001,10
2001-10-05,14.5,2001,10
2001-10-06,15.5,2001,10
2001-10-07,15.8,2001,10
2001-10-08,16.8,2001,10
2001-10-09,17.0,2001,10
2001-10-10,15.7,2001,10
2001-10-11,15.6,2001,10
2001-10-12,14.3,2001,10
2001-10-13,12.9,2001,10
2001-10-14,12.8,2001,10
2001-10-15,11.8,2001,10
2001-10-16,11.8,2001,10
2001-10-17,13.1,2001,10
2001-10-18,13.0,2001,10
2001-10-19,13.7,2001,10
2001-10-20,14.1,2001,10
2001-10-21,14.8,2001,10
2001-10-22,13.1,2001,10
2001-10-23,12.5,2001,10
2001-10-24,11.1,2001,10
2001-10-25,9.9,2001,10
2001-10-26,8.9,2001,10
2001-10-27,8.5,2001,10
2001-10-28,9.3,2001,10
2001-10-29,10.3,2001,10
2001-10-30,10.8,2001,10
2001-10-31,11.4,2001,10
