datum,temperatura,leto,mesec
2011-09-01,22.9,2011,9
2011-09-02,22.9,2011,9
2011-09-03,22.5,2011,9
2011-09-04,25.2,2011,9
2011-09-05,22.4,2011,9
2011-09-06,20.7,2011,9
2011-09-07,20.9,2011,9
2011-09-08,21.0,2011,9
2011-09-09,21.7,2011,9
2011-09-10,23.3,2011,9
2011-09-11,23.9,2011,9
2011-09-12,23.6,2011,9
2011-09-13,24.0,2011,9
2011-09-14,22.6,2011,9
2011-09-15,19.6,2011,9
2011-09-16,20.4,2011,9
2011-09-17,22.5,2011,9
2011-09-18,22.3,2011,9
2011-09-19,15.2,2011,9
2011-09-20,14.8,2011,9
2011-09-21,17.8,2011,9
2011-09-22,18.2,2011,9
2011-09-23,18.6,2011,9
2011-09-24,18.1,2011,9
2011-09-25,18.5,2011,9
2011-09-26,18.6,2011,9
2011-09-27,18.9,2011,9
2011-09-28,19.2,2011,9
2011-09-29,18.2,2011,9
2011-09-30,18.9,2011,9
