datum,temperatura,leto,mesec
2005-08-01,22.5,2005,8
2005-08-02,22.9,2005,8
2005-08-03,20.2,2005,8
2005-08-04,17.6,2005,8
2005-08-05,17.8,2005,8
2005-08-06,18.3,2005,8
2005-08-07,14.3,2005,8
2005-08-08,13.7,2005,8
2005-08-09,15.6,2005,8
2005-08-10,18.2,2005,8
2005-08-11,19.4,2005,8
2005-08-12,17.8,2005,8
2005-08-13,18.6,2005,8
2005-08-14,19.5,2005,8
2005-08-15,16.0,2005,8
2005-08-16,16.4,2005,8
2005-08-17,16.3,2005,8
2005-08-18,19.4,2005,8
2005-08-19,20.2,2005,8
2005-08-20,19.6,2005,8
2005-08-21,17.7,2005,8
2005-08-22,17.8,2005,8
2005-08-23,17.1,2005,8
2005-08-24,18.8,2005,8
2005-08-25,19.1,2005,8
2005-08-26,19.0,2005,8
2005-08-27,17.8,2005,8
2005-08-28,19.0,2005,8
2005-08-29,19.6,2005,8
2005-08-30,20.5,2005,8
2005-08-31,20.7,2005,8
