datum,temperatura,leto,mesec
2022-04-01,7.2,2022,4
2022-04-02,3.0,2022,4
2022-04-03,3.9,2022,4
2022-04-04,5.0,2022,4
2022-04-05,9.3,2022,4
2022-04-06,11.7,2022,4
2022-04-07,12.9,2022,4
2022-04-08,13.5,2022,4
2022-04-09,9.7,2022,4
2022-04-10,6.7,2022,4
2022-04-11,7.0,2022,4
2022-04-12,9.2,2022,4
2022-04-13,12.0,2022,4
2022-04-14,13.4,2022,4
2022-04-15,13.6,2022,4
2022-04-16,10.1,2022,4
2022-04-17,8.1,2022,4
2022-04-18,7.2,2022,4
2022-04-19,6.2,2022,4
2022-04-20,7.5,2022,4
2022-04-21,9.5,2022,4
2022-04-22,9.9,2022,4
2022-04-23,11.3,2022,4
2022-04-24,13.9,2022,4
2022-04-25,13.5,2022,4
2022-04-26,12.8,2022,4
2022-04-27,9.9,2022,4
2022-04-28,12.3,2022,4
2022-04-29,13.1,2022,4
2022-04-30,13.0,2022,4
