datum,temperatura,leto,mesec
2002-03-01,3.3,2002,3
2002-03-02,6.5,2002,3
2002-03-03,4.4,2002,3
2002-03-04,5.1,2002,3
2002-03-05,5.9,2002,3
2002-03-06,8.6,2002,3
2002-03-07,9.5,2002,3
2002-03-08,8.6,2002,3
2002-03-09,7.1,2002,3
2002-03-10,8.1,2002,3
2002-03-11,7.3,2002,3
2002-03-12,6.9,2002,3
2002-03-13,8.9,2002,3
2002-03-14,8.8,2002,3
2002-03-15,9.2,2002,3
2002-03-16,10.1,2002,3
2002-03-17,9.9,2002,3
2002-03-18,10.2,2002,3
2002-03-19,8.6,2002,3
2002-03-20,10.4,2002,3
2002-03-21,12.9,2002,3
2002-03-22,11.0,2002,3
2002-03-23,4.2,2002,3
2002-03-24,3.1,2002,3
2002-03-25,3.2,2002,3
2002-03-26,4.1,2002,3
2002-03-27,3.5,2002,3
2002-03-28,4.2,2002,3
2002-03-29,6.8,2002,3
2002-03-30,9.2,2002,3
2002-03-31,11.4,2002,3
