datum,temperatura,leto,mesec
2016-04-01,15.2,2016,4
2016-04-02,11.6,2016,4
2016-04-03,14.1,2016,4
2016-04-04,14.4,2016,4
2016-04-05,16.4,2016,4
2016-04-06,17.0,2016,4
2016-04-07,15.5,2016,4
2016-04-08,12.5,2016,4
2016-04-09,11.3,2016,4
2016-04-10,11.2,2016,4
2016-04-11,12.5,2016,4
2016-04-12,14.0,2016,4
2016-04-13,15.1,2016,4
2016-04-14,11.5,2016,4
2016-04-15,13.1,2016,4
2016-04-16,14.8,2016,4
2016-04-17,15.9,2016,4
2016-04-18,13.7,2016,4
2016-04-19,11.8,2016,4
2016-04-20,11.1,2016,4
2016-04-21,12.7,2016,4
2016-04-22,13.3,2016,4
2016-04-23,12.6,2016,4
2016-04-24,9.0,2016,4
2016-04-25,7.3,2016,4
2016-04-26,8.3,2016,4
2016-04-27,7.4,2016,4
2016-04-28,5.9,2016,4
2016-04-29,9.3,2016,4
2016-04-30,10.1,2016,4
