datum,temperatura,leto,mesec
2021-09-01,17.4,2021,9
2021-09-02,16.4,2021,9
2021-09-03,17.3,2021,9
2021-09-04,17.7,2021,9
2021-09-05,17.7,2021,9
2021-09-06,17.8,2021,9
2021-09-07,17.5,2021,9
2021-09-08,17.9,2021,9
2021-09-09,17.1,2021,9
2021-09-10,17.9,2021,9
2021-09-11,18.8,2021,9
2021-09-12,19.1,2021,9
2021-09-13,19.9,2021,9
2021-09-14,20.8,2021,9
2021-09-15,22.0,2021,9
2021-09-16,21.4,2021,9
2021-09-17,17.5,2021,9
2021-09-18,15.1,2021,9
2021-09-19,15.6,2021,9
2021-09-20,12.2,2021,9
2021-09-21,12.6,2021,9
2021-09-22,13.5,2021,9
2021-09-23,13.2,2021,9
2021-09-24,16.6,2021,9
2021-09-25,17.0,2021,9
2021-09-26,19.1,2021,9
2021-09-27,18.3,2021,9
2021-09-28,18.1,2021,9
2021-09-29,17.4,2021,9
2021-09-30,14.8,2021,9
