datum,temperatura,leto,mesec
2005-12-01,-2.8,2005,12
2005-12-02,-1.9,2005,12
2005-12-03,3.2,2005,12
2005-12-04,1.5,2005,12
2005-12-05,3.4,2005,12
2005-12-06,2.1,2005,12
2005-12-07,1.9,2005,12
2005-12-08,-2.8,2005,12
2005-12-09,-1.0,2005,12
2005-12-10,-2.8,2005,12
2005-12-11,-5.9,2005,12
2005-12-12,-2.9,2005,12
2005-12-13,-0.5,2005,12
2005-12-14,-0.7,2005,12
2005-12-15,-2.5,2005,12
2005-12-16,-3.2,2005,12
2005-12-17,-2.0,2005,12
2005-12-18,-5.9,2005,12
2005-12-19,-5.0,2005,12
2005-12-20,-3.4,2005,12
2005-12-21,-0.9,2005,12
2005-12-22,-4.6,2005,12
2005-12-23,-1.7,2005,12
2005-12-24,-0.7,2005,12
2005-12-25,0.3,2005,12
2005-12-26,0.5,2005,12
2005-12-27,-2.8,2005,12
2005-12-28,-2.7,2005,12
2005-12-29,-3.0,2005,12
2005-12-30,-5.5,2005,12
2005-12-31,-7.1,2005,12
