datum,temperatura,leto,mesec
2005-06-01,16.2,2005,6
2005-06-02,16.7,2005,6
2005-06-03,18.8,2005,6
2005-06-04,19.5,2005,6
2005-06-05,15.5,2005,6
2005-06-06,15.1,2005,6
2005-06-07,13.0,2005,6
2005-06-08,11.5,2005,6
2005-06-09,10.8,2005,6
2005-06-10,13.5,2005,6
2005-06-11,15.0,2005,6
2005-06-12,15.3,2005,6
2005-06-13,16.9,2005,6
2005-06-14,17.8,2005,6
2005-06-15,18.0,2005,6
2005-06-16,19.4,2005,6
2005-06-17,21.1,2005,6
2005-06-18,21.6,2005,6
2005-06-19,19.7,2005,6
2005-06-20,20.4,2005,6
2005-06-21,21.9,2005,6
2005-06-22,22.6,2005,6
2005-06-23,20.8,2005,6
2005-06-24,22.0,2005,6
2005-06-25,23.6,2005,6
2005-06-26,22.7,2005,6
2005-06-27,21.6,2005,6
2005-06-28,22.5,2005,6
2005-06-29,22.2,2005,6
2005-06-30,22.0,2005,6
