datum,temperatura,leto,mesec
2004-10-01,13.7,2004,10
2004-10-02,14.9,2004,10
2004-10-03,15.2,2004,10
2004-10-04,14.8,2004,10
2004-10-05,15.1,2004,10
2004-10-06,15.7,2004,10
2004-10-07,15.7,2004,10
2004-10-08,16.2,2004,10
2004-10-09,13.4,2004,10
2004-10-10,10.2,2004,10
2004-10-11,8.5,2004,10
2004-10-12,7.5,2004,10
2004-10-13,6.3,2004,10
2004-10-14,6.8,2004,10
2004-10-15,8.1,2004,10
2004-10-16,10.6,2004,10
2004-10-17,7.1,2004,10
2004-10-18,8.6,2004,10
2004-10-19,9.3,2004,10
2004-10-20,10.7,2004,10
2004-10-21,15.2,2004,10
2004-10-22,13.3,2004,10
2004-10-23,15.0,2004,10
2004-10-24,12.7,2004,10
2004-10-25,13.0,2004,10
2004-10-26,13.8,2004,10
2004-10-27,13.4,2004,10
2004-10-28,15.9,2004,10
2004-10-29,16.1,2004,10
2004-10-30,16.3,2004,10
2004-10-31,12.9,2004,10
