datum,temperatura,leto,mesec
2024-07-01,19.6,2024,7
2024-07-02,19.3,2024,7
2024-07-03,18.3,2024,7
2024-07-04,18.5,2024,7
2024-07-05,19.8,2024,7
2024-07-06,21.2,2024,7
2024-07-07,21.7,2024,7
2024-07-08,22.6,2024,7
2024-07-09,24.8,2024,7
2024-07-10,26.1,2024,7
2024-07-11,26.5,2024,7
2024-07-12,24.9,2024,7
2024-07-13,24.4,2024,7
2024-07-14,25.0,2024,7
2024-07-15,24.4,2024,7
2024-07-16,25.7,2024,7
2024-07-17,25.9,2024,7
2024-07-18,25.9,2024,7
2024-07-19,25.6,2024,7
2024-07-20,21.4,2024,7
2024-07-21,22.7,2024,7
2024-07-22,23.1,2024,7
2024-07-23,22.5,2024,7
2024-07-24,22.0,2024,7
2024-07-25,21.6,2024,7
2024-07-26,23.1,2024,7
2024-07-27,24.6,2024,7
2024-07-28,24.4,2024,7
2024-07-29,22.9,2024,7
2024-07-30,22.6,2024,7
2024-07-31,24.2,2024,7
