datum,temperatura,leto,mesec
2017-05-01,10.5,2017,5
2017-05-02,10.6,2017,5
2017-05-03,11.0,2017,5
2017-05-04,10.2,2017,5
2017-05-05,10.8,2017,5
2017-05-06,11.3,2017,5
2017-05-07,13.4,2017,5
2017-05-08,12.3,2017,5
2017-05-09,10.6,2017,5
2017-05-10,7.6,2017,5
2017-05-11,11.0,2017,5
2017-05-12,14.0,2017,5
2017-05-13,15.2,2017,5
2017-05-14,16.2,2017,5
2017-05-15,15.1,2017,5
2017-05-16,16.3,2017,5
2017-05-17,16.4,2017,5
2017-05-18,17.1,2017,5
2017-05-19,17.1,2017,5
2017-05-20,14.7,2017,5
2017-05-21,14.5,2017,5
2017-05-22,15.5,2017,5
2017-05-23,16.7,2017,5
2017-05-24,16.2,2017,5
2017-05-25,15.0,2017,5
2017-05-26,15.6,2017,5
2017-05-27,18.0,2017,5
2017-05-28,18.2,2017,5
2017-05-29,19.7,2017,5
2017-05-30,20.9,2017,5
2017-05-31,20.2,2017,5
