datum,temperatura,leto,mesec
2011-09-01,22.3,2011,9
2011-09-02,22.1,2011,9
2011-09-03,23.9,2011,9
2011-09-04,23.3,2011,9
2011-09-05,20.7,2011,9
2011-09-06,21.1,2011,9
2011-09-07,20.0,2011,9
2011-09-08,21.0,2011,9
2011-09-09,21.8,2011,9
2011-09-10,22.4,2011,9
2011-09-11,22.7,2011,9
2011-09-12,22.9,2011,9
2011-09-13,23.0,2011,9
2011-09-14,22.4,2011,9
2011-09-15,22.4,2011,9
2011-09-16,22.3,2011,9
2011-09-17,22.3,2011,9
2011-09-18,20.3,2011,9
2011-09-19,16.4,2011,9
2011-09-20,16.3,2011,9
2011-09-21,19.0,2011,9
2011-09-22,19.8,2011,9
2011-09-23,19.6,2011,9
2011-09-24,19.3,2011,9
2011-09-25,19.5,2011,9
2011-09-26,19.5,2011,9
2011-09-27,19.8,2011,9
2011-09-28,20.0,2011,9
2011-09-29,19.2,2011,9
2011-09-30,19.5,2011,9
