datum,temperatura,leto,mesec
2011-08-01,21.0,2011,8
2011-08-02,22.0,2011,8
2011-08-03,22.4,2011,8
2011-08-04,23.2,2011,8
2011-08-05,23.1,2011,8
2011-08-06,22.8,2011,8
2011-08-07,23.1,2011,8
2011-08-08,22.7,2011,8
2011-08-09,19.7,2011,8
2011-08-10,19.2,2011,8
2011-08-11,18.7,2011,8
2011-08-12,20.0,2011,8
2011-08-13,22.1,2011,8
2011-08-14,23.0,2011,8
2011-08-15,22.7,2011,8
2011-08-16,23.3,2011,8
2011-08-17,24.1,2011,8
2011-08-18,24.4,2011,8
2011-08-19,24.6,2011,8
2011-08-20,26.3,2011,8
2011-08-21,26.7,2011,8
2011-08-22,26.1,2011,8
2011-08-23,27.4,2011,8
2011-08-24,26.0,2011,8
2011-08-25,26.1,2011,8
2011-08-26,26.0,2011,8
2011-08-27,25.1,2011,8
2011-08-28,21.5,2011,8
2011-08-29,21.8,2011,8
2011-08-30,22.3,2011,8
2011-08-31,22.5,2011,8
