datum,temperatura,leto,mesec
2022-08-01,23.7,2022,8
2022-08-02,22.1,2022,8
2022-08-03,23.3,2022,8
2022-08-04,25.3,2022,8
2022-08-05,26.9,2022,8
2022-08-06,25.9,2022,8
2022-08-07,22.2,2022,8
2022-08-08,22.4,2022,8
2022-08-09,22.6,2022,8
2022-08-10,21.4,2022,8
2022-08-11,21.2,2022,8
2022-08-12,20.7,2022,8
2022-08-13,17.1,2022,8
2022-08-14,20.7,2022,8
2022-08-15,21.9,2022,8
2022-08-16,22.9,2022,8
2022-08-17,23.9,2022,8
2022-08-18,22.8,2022,8
2022-08-19,21.7,2022,8
2022-08-20,20.3,2022,8
2022-08-21,20.9,2022,8
2022-08-22,20.0,2022,8
2022-08-23,19.0,2022,8
2022-08-24,21.1,2022,8
2022-08-25,22.9,2022,8
2022-08-26,23.6,2022,8
2022-08-27,21.6,2022,8
2022-08-28,20.1,2022,8
2022-08-29,20.7,2022,8
2022-08-30,21.7,2022,8
2022-08-31,19.6,2022,8
