datum,temperatura,leto,mesec
2017-04-01,14.3,2017,4
2017-04-02,14.5,2017,4
2017-04-03,14.5,2017,4
2017-04-04,12.6,2017,4
2017-04-05,11.6,2017,4
2017-04-06,10.2,2017,4
2017-04-07,9.1,2017,4
2017-04-08,12.5,2017,4
2017-04-09,13.6,2017,4
2017-04-10,15.2,2017,4
2017-04-11,12.8,2017,4
2017-04-12,10.8,2017,4
2017-04-13,14.2,2017,4
2017-04-14,14.2,2017,4
2017-04-15,12.3,2017,4
2017-04-16,11.2,2017,4
2017-04-17,9.5,2017,4
2017-04-18,7.2,2017,4
2017-04-19,5.2,2017,4
2017-04-20,5.3,2017,4
2017-04-21,6.9,2017,4
2017-04-22,10.0,2017,4
2017-04-23,8.4,2017,4
2017-04-24,10.4,2017,4
2017-04-25,13.7,2017,4
2017-04-26,14.6,2017,4
2017-04-27,11.8,2017,4
2017-04-28,8.2,2017,4
2017-04-29,8.9,2017,4
2017-04-30,9.7,2017,4
