datum,temperatura,leto,mesec
2003-11-01,14.4,2003,11
2003-11-02,9.8,2003,11
2003-11-03,7.2,2003,11
2003-11-04,7.7,2003,11
2003-11-05,6.5,2003,11
2003-11-06,4.3,2003,11
2003-11-07,4.5,2003,11
2003-11-08,5.5,2003,11
2003-11-09,7.7,2003,11
2003-11-10,5.0,2003,11
2003-11-11,3.7,2003,11
2003-11-12,2.9,2003,11
2003-11-13,2.5,2003,11
2003-11-14,2.7,2003,11
2003-11-15,2.8,2003,11
2003-11-16,4.5,2003,11
2003-11-17,6.7,2003,11
2003-11-18,4.4,2003,11
2003-11-19,7.6,2003,11
2003-11-20,7.1,2003,11
2003-11-21,5.8,2003,11
2003-11-22,6.9,2003,11
2003-11-23,10.3,2003,11
2003-11-24,11.2,2003,11
2003-11-25,10.7,2003,11
2003-11-26,7.9,2003,11
2003-11-27,9.5,2003,11
2003-11-28,8.9,2003,11
2003-11-29,6.8,2003,11
2003-11-30,6.7,2003,11
