datum,temperatura,leto,mesec
2010-03-01,9.1,2010,3
2010-03-02,8.1,2010,3
2010-03-03,7.5,2010,3
2010-03-04,5.9,2010,3
2010-03-05,4.8,2010,3
2010-03-06,2.8,2010,3
2010-03-07,2.7,2010,3
2010-03-08,1.1,2010,3
2010-03-09,1.4,2010,3
2010-03-10,1.1,2010,3
2010-03-11,2.2,2010,3
2010-03-12,2.8,2010,3
2010-03-13,5.2,2010,3
2010-03-14,5.2,2010,3
2010-03-15,5.3,2010,3
2010-03-16,6.1,2010,3
2010-03-17,6.4,2010,3
2010-03-18,8.2,2010,3
2010-03-19,9.0,2010,3
2010-03-20,9.8,2010,3
2010-03-21,10.7,2010,3
2010-03-22,11.1,2010,3
2010-03-23,11.5,2010,3
2010-03-24,11.8,2010,3
2010-03-25,11.8,2010,3
2010-03-26,12.5,2010,3
2010-03-27,11.5,2010,3
2010-03-28,10.3,2010,3
2010-03-29,12.0,2010,3
2010-03-30,12.5,2010,3
2010-03-31,10.7,2010,3
