datum,temperatura,leto,mesec
2009-02-01,-2.0,2009,2
2009-02-02,-1.6,2009,2
2009-02-03,-0.1,2009,2
2009-02-04,2.7,2009,2
2009-02-05,3.5,2009,2
2009-02-06,5.0,2009,2
2009-02-07,6.3,2009,2
2009-02-08,3.5,2009,2
2009-02-09,3.1,2009,2
2009-02-10,2.8,2009,2
2009-02-11,2.9,2009,2
2009-02-12,1.7,2009,2
2009-02-13,0.3,2009,2
2009-02-14,0.4,2009,2
2009-02-15,-0.2,2009,2
2009-02-16,0.2,2009,2
2009-02-17,0.1,2009,2
2009-02-18,-4.4,2009,2
2009-02-19,-1.7,2009,2
2009-02-20,-0.2,2009,2
2009-02-21,2.9,2009,2
2009-02-22,1.4,2009,2
2009-02-23,3.2,2009,2
2009-02-24,1.3,2009,2
2009-02-25,2.0,2009,2
2009-02-26,3.2,2009,2
2009-02-27,5.5,2009,2
2009-02-28,5.1,2009,2
