datum,temperatura,leto,mesec
2006-10-01,17.1,2006,10
2006-10-02,17.3,2006,10
2006-10-03,20.4,2006,10
2006-10-04,16.8,2006,10
2006-10-05,14.1,2006,10
2006-10-06,12.8,2006,10
2006-10-07,12.9,2006,10
2006-10-08,13.9,2006,10
2006-10-09,12.3,2006,10
2006-10-10,12.7,2006,10
2006-10-11,12.5,2006,10
2006-10-12,13.3,2006,10
2006-10-13,12.8,2006,10
2006-10-14,13.2,2006,10
2006-10-15,11.4,2006,10
2006-10-16,10.5,2006,10
2006-10-17,7.7,2006,10
2006-10-18,7.5,2006,10
2006-10-19,9.9,2006,10
2006-10-20,13.6,2006,10
2006-10-21,15.2,2006,10
2006-10-22,14.3,2006,10
2006-10-23,16.5,2006,10
2006-10-24,18.2,2006,10
2006-10-25,14.5,2006,10
2006-10-26,14.8,2006,10
2006-10-27,15.0,2006,10
2006-10-28,14.2,2006,10
2006-10-29,14.7,2006,10
2006-10-30,9.2,2006,10
2006-10-31,6.3,2006,10
