datum,temperatura,leto,mesec
2004-06-01,16.7,2004,6
2004-06-02,16.9,2004,6
2004-06-03,16.4,2004,6
2004-06-04,17.9,2004,6
2004-06-05,17.1,2004,6
2004-06-06,17.8,2004,6
2004-06-07,18.5,2004,6
2004-06-08,19.4,2004,6
2004-06-09,21.4,2004,6
2004-06-10,22.0,2004,6
2004-06-11,22.4,2004,6
2004-06-12,22.1,2004,6
2004-06-13,15.8,2004,6
2004-06-14,18.8,2004,6
2004-06-15,20.0,2004,6
2004-06-16,19.7,2004,6
2004-06-17,20.5,2004,6
2004-06-18,20.4,2004,6
2004-06-19,20.8,2004,6
2004-06-20,18.0,2004,6
2004-06-21,18.2,2004,6
2004-06-22,19.2,2004,6
2004-06-23,19.7,2004,6
2004-06-24,20.7,2004,6
2004-06-25,19.2,2004,6
2004-06-26,20.2,2004,6
2004-06-27,21.2,2004,6
2004-06-28,22.5,2004,6
2004-06-29,21.0,2004,6
2004-06-30,21.5,2004,6
