datum,temperatura,leto,mesec
2024-07-01,19.5,2024,7
2024-07-02,18.0,2024,7
2024-07-03,17.1,2024,7
2024-07-04,17.0,2024,7
2024-07-05,19.4,2024,7
2024-07-06,21.1,2024,7
2024-07-07,21.5,2024,7
2024-07-08,22.0,2024,7
2024-07-09,24.0,2024,7
2024-07-10,26.1,2024,7
2024-07-11,25.3,2024,7
2024-07-12,24.5,2024,7
2024-07-13,23.3,2024,7
2024-07-14,23.7,2024,7
2024-07-15,24.0,2024,7
2024-07-16,25.1,2024,7
2024-07-17,24.3,2024,7
2024-07-18,23.8,2024,7
2024-07-19,24.3,2024,7
2024-07-20,20.3,2024,7
2024-07-21,21.7,2024,7
2024-07-22,22.7,2024,7
2024-07-23,22.3,2024,7
2024-07-24,21.2,2024,7
2024-07-25,20.2,2024,7
2024-07-26,21.8,2024,7
2024-07-27,23.9,2024,7
2024-07-28,23.5,2024,7
2024-07-29,21.2,2024,7
2024-07-30,21.7,2024,7
2024-07-31,23.2,2024,7
