datum,temperatura,leto,mesec
2024-01-01,3.5,2024,1
2024-01-02,1.3,2024,1
2024-01-03,3.8,2024,1
2024-01-04,4.0,2024,1
2024-01-05,4.2,2024,1
2024-01-06,4.0,2024,1
2024-01-07,2.2,2024,1
2024-01-08,-1.6,2024,1
2024-01-09,-2.4,2024,1
2024-01-10,-3.0,2024,1
2024-01-11,-3.3,2024,1
2024-01-12,-1.7,2024,1
2024-01-13,-2.1,2024,1
2024-01-14,-0.5,2024,1
2024-01-15,0.8,2024,1
2024-01-16,-1.2,2024,1
2024-01-17,-0.2,2024,1
2024-01-18,5.0,2024,1
2024-01-19,-1.0,2024,1
2024-01-20,-10.8,2024,1
2024-01-21,-8.9,2024,1
2024-01-22,-5.5,2024,1
2024-01-23,-0.0,2024,1
2024-01-24,1.2,2024,1
2024-01-25,3.1,2024,1
2024-01-26,4.8,2024,1
2024-01-27,3.3,2024,1
2024-01-28,0.1,2024,1
2024-01-29,0.1,2024,1
2024-01-30,1.1,2024,1
2024-01-31,1.8,2024,1
