,time,temperatura_avg
8631,1986-01-01,
8632,1986-01-02,
8633,1986-01-03,
8634,1986-01-04,
8635,1986-01-05,
8636,1986-01-06,
8637,1986-01-07,
8638,1986-01-08,
8639,1986-01-09,
8640,1986-01-10,
8641,1986-01-11,
8642,1986-01-12,
8643,1986-01-13,
8644,1986-01-14,
8645,1986-01-15,
8646,1986-01-16,
8647,1986-01-17,
8648,1986-01-18,
8649,1986-01-19,
8650,1986-01-20,
8651,1986-01-21,
8652,1986-01-22,
8653,1986-01-23,
8654,1986-01-24,
8655,1986-01-25,
8656,1986-01-26,
8657,1986-01-27,
8658,1986-01-28,
8659,1986-01-29,
8660,1986-01-30,
8661,1986-01-31,
8662,1986-02-01,
8663,1986-02-02,
8664,1986-02-03,
8665,1986-02-04,
8666,1986-02-05,
8667,1986-02-06,
8668,1986-02-07,
8669,1986-02-08,
8670,1986-02-09,
8671,1986-02-10,
8672,1986-02-11,
8673,1986-02-12,
8674,1986-02-13,
8675,1986-02-14,
8676,1986-02-15,
8677,1986-02-16,
8678,1986-02-17,
8679,1986-02-18,
8680,1986-02-19,
8681,1986-02-20,
8682,1986-02-21,
8683,1986-02-22,
8684,1986-02-23,
8685,1986-02-24,
8686,1986-02-25,
8687,1986-02-26,
8688,1986-02-27,
8689,1986-02-28,
8690,1986-03-01,
8691,1986-03-02,
8692,1986-03-03,
8693,1986-03-04,
8694,1986-03-05,
8695,1986-03-06,
8696,1986-03-07,
8697,1986-03-08,
8698,1986-03-09,
8699,1986-03-10,
8700,1986-03-11,
8701,1986-03-12,
8702,1986-03-13,
8703,1986-03-14,
8704,1986-03-15,
8705,1986-03-16,
8706,1986-03-17,
8707,1986-03-18,
8708,1986-03-19,
8709,1986-03-20,
8710,1986-03-21,
8711,1986-03-22,
8712,1986-03-23,
8713,1986-03-24,
8714,1986-03-25,
8715,1986-03-26,
8716,1986-03-27,
8717,1986-03-28,
8718,1986-03-29,
8719,1986-03-30,
8720,1986-03-31,
8721,1986-04-01,
8722,1986-04-02,
8723,1986-04-03,
8724,1986-04-04,
8725,1986-04-05,
8726,1986-04-06,
8727,1986-04-07,
8728,1986-04-08,
8729,1986-04-09,
8730,1986-04-10,
8731,1986-04-11,
8732,1986-04-12,
8733,1986-04-13,
8734,1986-04-14,
8735,1986-04-15,
8736,1986-04-16,
8737,1986-04-17,
8738,1986-04-18,
8739,1986-04-19,
8740,1986-04-20,
8741,1986-04-21,
8742,1986-04-22,
8743,1986-04-23,
8744,1986-04-24,
8745,1986-04-25,
8746,1986-04-26,
8747,1986-04-27,
8748,1986-04-28,
8749,1986-04-29,
8750,1986-04-30,
8751,1986-05-01,
8752,1986-05-02,
8753,1986-05-03,
8754,1986-05-04,
8755,1986-05-05,
8756,1986-05-06,
8757,1986-05-07,
8758,1986-05-08,
8759,1986-05-09,
8760,1986-05-10,
8761,1986-05-11,
8762,1986-05-12,
8763,1986-05-13,
8764,1986-05-14,
8765,1986-05-15,
8766,1986-05-16,
8767,1986-05-17,
8768,1986-05-18,
8769,1986-05-19,
8770,1986-05-20,
8771,1986-05-21,
8772,1986-05-22,
8773,1986-05-23,
8774,1986-05-24,
8775,1986-05-25,
8776,1986-05-26,
8777,1986-05-27,
8778,1986-05-28,
8779,1986-05-29,
8780,1986-05-30,
8781,1986-05-31,
8782,1986-06-01,
8783,1986-06-02,
8784,1986-06-03,
8785,1986-06-04,
8786,1986-06-05,
8787,1986-06-06,
8788,1986-06-07,
8789,1986-06-08,
8790,1986-06-09,
8791,1986-06-10,
8792,1986-06-11,
8793,1986-06-12,
8794,1986-06-13,
8795,1986-06-14,
8796,1986-06-15,
8797,1986-06-16,
8798,1986-06-17,
8799,1986-06-18,
8800,1986-06-19,28.9
8801,1986-06-20,
8802,1986-06-21,
8803,1986-06-22,
8804,1986-06-23,
8805,1986-06-24,
8806,1986-06-25,
8807,1986-06-26,
8808,1986-06-27,
8809,1986-06-28,
8810,1986-06-29,
8811,1986-06-30,
8812,1986-07-01,
8813,1986-07-02,
8814,1986-07-03,
8815,1986-07-04,
8816,1986-07-05,
8817,1986-07-06,
8818,1986-07-07,
8819,1986-07-08,
8820,1986-07-09,
8821,1986-07-10,
8822,1986-07-11,
8823,1986-07-12,
8824,1986-07-13,
8825,1986-07-14,
8826,1986-07-15,
8827,1986-07-16,
8828,1986-07-17,
8829,1986-07-18,
8830,1986-07-19,
8831,1986-07-20,
8832,1986-07-21,
8833,1986-07-22,
8834,1986-07-23,
8835,1986-07-24,
8836,1986-07-25,
8837,1986-07-26,
8838,1986-07-27,
8839,1986-07-28,
8840,1986-07-29,
8841,1986-07-30,
8842,1986-07-31,
8843,1986-08-01,
8844,1986-08-02,
8845,1986-08-03,
8846,1986-08-04,
8847,1986-08-05,
8848,1986-08-06,
8849,1986-08-07,
8850,1986-08-08,
8851,1986-08-09,
8852,1986-08-10,
8853,1986-08-11,
8854,1986-08-12,
8855,1986-08-13,
8856,1986-08-14,
8857,1986-08-15,
8858,1986-08-16,
8859,1986-08-17,
8860,1986-08-18,
8861,1986-08-19,
8862,1986-08-20,
8863,1986-08-21,
8864,1986-08-22,
8865,1986-08-23,
8866,1986-08-24,
8867,1986-08-25,
8868,1986-08-26,
8869,1986-08-27,
8870,1986-08-28,
8871,1986-08-29,
8872,1986-08-30,
8873,1986-08-31,
8874,1986-09-01,27.1
8875,1986-09-02,28.0
8876,1986-09-03,25.2
8877,1986-09-04,28.4
8878,1986-09-05,
8879,1986-09-06,
8880,1986-09-07,
8881,1986-09-08,24.4
8882,1986-09-09,26.9
8883,1986-09-10,25.3
8884,1986-09-11,27.1
8885,1986-09-12,
8886,1986-09-13,25.2
8887,1986-09-14,25.8
8888,1986-09-15,27.6
8889,1986-09-16,27.3
8890,1986-09-17,27.8
8891,1986-09-18,26.5
8892,1986-09-19,28.3
8893,1986-09-20,27.6
8894,1986-09-21,
8895,1986-09-22,27.9
8896,1986-09-23,
8897,1986-09-24,
8898,1986-09-25,26.9
8899,1986-09-26,27.2
8900,1986-09-27,
8901,1986-09-28,27.1
8902,1986-09-29,26.8
8903,1986-09-30,
8904,1986-10-01,27.4
8905,1986-10-02,26.6
8906,1986-10-03,26.9
8907,1986-10-04,26.4
8908,1986-10-05,25.3
8909,1986-10-06,26.3
8910,1986-10-07,26.4
8911,1986-10-08,25.0
8912,1986-10-09,
8913,1986-10-10,26.4
8914,1986-10-11,26.3
8915,1986-10-12,
8916,1986-10-13,26.8
8917,1986-10-14,25.6
8918,1986-10-15,27.7
8919,1986-10-16,28.4
8920,1986-10-17,28.4
8921,1986-10-18,27.9
8922,1986-10-19,27.9
8923,1986-10-20,27.3
8924,1986-10-21,27.5
8925,1986-10-22,26.4
8926,1986-10-23,26.6
8927,1986-10-24,28.1
8928,1986-10-25,27.4
8929,1986-10-26,
8930,1986-10-27,27.1
8931,1986-10-28,
8932,1986-10-29,25.8
8933,1986-10-30,27.1
8934,1986-10-31,26.6
8935,1986-11-01,26.7
8936,1986-11-02,
8937,1986-11-03,27.3
8938,1986-11-04,25.8
8939,1986-11-05,27.2
8940,1986-11-06,27.4
8941,1986-11-07,26.0
8942,1986-11-08,26.0
8943,1986-11-09,26.2
8944,1986-11-10,25.9
8945,1986-11-11,
8946,1986-11-12,26.8
8947,1986-11-13,27.1
8948,1986-11-14,27.9
8949,1986-11-15,28.2
8950,1986-11-16,28.6
8951,1986-11-17,
8952,1986-11-18,
8953,1986-11-19,
8954,1986-11-20,25.7
8955,1986-11-21,26.4
8956,1986-11-22,26.0
8957,1986-11-23,26.0
8958,1986-11-24,26.3
8959,1986-11-25,27.1
8960,1986-11-26,25.9
8961,1986-11-27,25.5
8962,1986-11-28,26.0
8963,1986-11-29,
8964,1986-11-30,
8965,1986-12-01,25.9
8966,1986-12-02,27.2
8967,1986-12-03,26.4
8968,1986-12-04,27.3
8969,1986-12-05,27.4
8970,1986-12-06,27.9
8971,1986-12-07,27.3
8972,1986-12-08,26.4
8973,1986-12-09,25.7
8974,1986-12-10,25.3
8975,1986-12-11,26.2
8976,1986-12-12,25.7
8977,1986-12-13,26.2
8978,1986-12-14,
8979,1986-12-15,26.6
8980,1986-12-16,
8981,1986-12-17,24.2
8982,1986-12-18,26.6
8983,1986-12-19,27.1
8984,1986-12-20,25.1
8985,1986-12-21,24.6
8986,1986-12-22,26.1
8987,1986-12-23,27.1
8988,1986-12-24,26.8
8989,1986-12-25,26.7
8990,1986-12-26,26.6
8991,1986-12-27,27.0
8992,1986-12-28,25.3
8993,1986-12-29,25.0
8994,1986-12-30,26.4
8995,1986-12-31,26.6
