,time,temperatura_avg
5709,1978-01-01,
5710,1978-01-02,
5711,1978-01-03,
5712,1978-01-04,
5713,1978-01-05,
5714,1978-01-06,
5715,1978-01-07,
5716,1978-01-08,
5717,1978-01-09,
5718,1978-01-10,
5719,1978-01-11,
5720,1978-01-12,
5721,1978-01-13,
5722,1978-01-14,
5723,1978-01-15,
5724,1978-01-16,
5725,1978-01-17,
5726,1978-01-18,
5727,1978-01-19,
5728,1978-01-20,
5729,1978-01-21,
5730,1978-01-22,
5731,1978-01-23,
5732,1978-01-24,
5733,1978-01-25,
5734,1978-01-26,
5735,1978-01-27,
5736,1978-01-28,
5737,1978-01-29,
5738,1978-01-30,
5739,1978-01-31,
5740,1978-02-01,
5741,1978-02-02,
5742,1978-02-03,
5743,1978-02-04,
5744,1978-02-05,
5745,1978-02-06,
5746,1978-02-07,
5747,1978-02-08,
5748,1978-02-09,
5749,1978-02-10,
5750,1978-02-11,
5751,1978-02-12,
5752,1978-02-13,
5753,1978-02-14,
5754,1978-02-15,
5755,1978-02-16,
5756,1978-02-17,
5757,1978-02-18,
5758,1978-02-19,
5759,1978-02-20,
5760,1978-02-21,
5761,1978-02-22,
5762,1978-02-23,
5763,1978-02-24,
5764,1978-02-25,
5765,1978-02-26,
5766,1978-02-27,
5767,1978-02-28,
5768,1978-03-01,
5769,1978-03-02,
5770,1978-03-03,
5771,1978-03-04,
5772,1978-03-05,
5773,1978-03-06,
5774,1978-03-07,
5775,1978-03-08,
5776,1978-03-09,
5777,1978-03-10,
5778,1978-03-11,
5779,1978-03-12,
5780,1978-03-13,
5781,1978-03-14,
5782,1978-03-15,
5783,1978-03-16,
5784,1978-03-17,
5785,1978-03-18,
5786,1978-03-19,
5787,1978-03-20,
5788,1978-03-21,
5789,1978-03-22,
5790,1978-03-23,
5791,1978-03-24,
5792,1978-03-25,
5793,1978-03-26,
5794,1978-03-27,
5795,1978-03-28,
5796,1978-03-29,
5797,1978-03-30,
5798,1978-03-31,
5799,1978-04-01,
5800,1978-04-02,
5801,1978-04-03,
5802,1978-04-04,
5803,1978-04-05,
5804,1978-04-06,
5805,1978-04-07,
5806,1978-04-08,
5807,1978-04-09,
5808,1978-04-10,
5809,1978-04-11,
5810,1978-04-12,
5811,1978-04-13,
5812,1978-04-14,
5813,1978-04-15,
5814,1978-04-16,
5815,1978-04-17,
5816,1978-04-18,
5817,1978-04-19,
5818,1978-04-20,
5819,1978-04-21,
5820,1978-04-22,
5821,1978-04-23,
5822,1978-04-24,
5823,1978-04-25,
5824,1978-04-26,
5825,1978-04-27,
5826,1978-04-28,
5827,1978-04-29,
5828,1978-04-30,
5829,1978-05-01,
5830,1978-05-02,
5831,1978-05-03,
5832,1978-05-04,
5833,1978-05-05,
5834,1978-05-06,
5835,1978-05-07,
5836,1978-05-08,
5837,1978-05-09,
5838,1978-05-10,
5839,1978-05-11,
5840,1978-05-12,
5841,1978-05-13,
5842,1978-05-14,
5843,1978-05-15,
5844,1978-05-16,
5845,1978-05-17,
5846,1978-05-18,
5847,1978-05-19,
5848,1978-05-20,
5849,1978-05-21,
5850,1978-05-22,
5851,1978-05-23,
5852,1978-05-24,
5853,1978-05-25,
5854,1978-05-26,
5855,1978-05-27,
5856,1978-05-28,
5857,1978-05-29,
5858,1978-05-30,
5859,1978-05-31,
5860,1978-06-01,
5861,1978-06-02,
