datum,temperatura,leto,mesec
2004-04-01,8.7,2004,4
2004-04-02,10.8,2004,4
2004-04-03,10.8,2004,4
2004-04-04,10.3,2004,4
2004-04-05,9.2,2004,4
2004-04-06,4.2,2004,4
2004-04-07,2.9,2004,4
2004-04-08,1.3,2004,4
2004-04-09,3.6,2004,4
2004-04-10,4.7,2004,4
2004-04-11,7.6,2004,4
2004-04-12,6.3,2004,4
2004-04-13,6.8,2004,4
2004-04-14,7.5,2004,4
2004-04-15,7.4,2004,4
2004-04-16,8.0,2004,4
2004-04-17,9.3,2004,4
2004-04-18,10.3,2004,4
2004-04-19,9.6,2004,4
2004-04-20,9.8,2004,4
2004-04-21,12.1,2004,4
2004-04-22,14.5,2004,4
2004-04-23,15.1,2004,4
2004-04-24,11.6,2004,4
2004-04-25,8.9,2004,4
2004-04-26,9.5,2004,4
2004-04-27,10.7,2004,4
2004-04-28,12.8,2004,4
2004-04-29,11.8,2004,4
2004-04-30,11.3,2004,4
